project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status,commits_count,comments_count,labels
tvm,3156,comment,491091992,non_debt,-,apache,61.0,Merged,30,30,status: need review
incubator-mxnet,8015,review,141497578,design_debt,non-optimal_design,apache,7.0,Merged,30,11,
druid,8983,comment,633212891,non_debt,-,apache,269.0,Closed,4,0,stale
nutch,534,comment,642132183,non_debt,-,apache,,Not Closed or Merged,1,4,
spark,17079,summary,0,non_debt,-,apache,1.0,Closed,4,5,
arrow,1635,review,171726050,non_debt,-,apache,19.0,Closed,1,19,
trafficserver,7449,comment,767353602,non_debt,-,apache,209.0,Closed,5,0,"Plugins, WIP, Stale"
arrow,9799,comment,806259818,non_debt,-,apache,96.0,Closed,1,0,"Component: C++, Component: Python"
tajo,113,comment,53052194,non_debt,-,apache,12.0,Closed,30,0,
spark,21748,comment,406706176,non_debt,-,apache,14.0,Closed,29,28,
kafka,2937,summary,0,code_debt,low_quality_code,apache,14.0,Closed,3,0,
spark,8038,review,36684718,non_debt,-,apache,4.0,Closed,14,18,
calcite,1981,comment,638588987,non_debt,-,apache,61.0,Merged,1,16,LGTM-will-merge-soon
tvm,7260,review,556711333,non_debt,-,apache,6.0,Merged,13,21,status: accepted
incubator-heron,3032,comment,437498318,test_debt,low_coverage,apache,50.0,Merged,8,10,
beam,1212,review,85438597,non_debt,-,apache,13.0,Closed,1,30,
beam,2383,comment,291235194,non_debt,-,apache,5.0,Closed,4,30,
pulsar,2981,comment,438904081,non_debt,-,apache,20.0,Merged,4,20,type/feature
airflow,6348,review,336572034,non_debt,-,apache,9.0,Merged,11,30,
spark,30325,comment,725252148,non_debt,-,apache,6.0,Closed,4,17,SQL
storm,128,comment,45091287,code_debt,low_quality_code,apache,70.0,Merged,30,29,
zeppelin,3497,comment,548180234,test_debt,lack_of_tests,apache,24.0,Closed,2,0,
flink,8607,review,290189678,non_debt,-,apache,34.0,Merged,1,30,"review=approved ✅, component=Documentation"
carbondata,432,summary,0,build_debt,under-declared_dependencies,apache,34.0,Closed,2,2,
calcite,1013,comment,466271735,non_debt,-,apache,28.0,Closed,2,26,
spark,21476,review,192476723,code_debt,low_quality_code,apache,26.0,Closed,2,5,
lucene-solr,49,comment,231126560,non_debt,-,apache,23.0,Closed,21,13,
superset,12626,summary,0,code_debt,low_quality_code,apache,5.0,Merged,9,2,preset-io
storm,1608,review,74004298,non_debt,-,apache,18.0,Closed,0,30,
airflow,2642,comment,332794100,non_debt,-,apache,1.0,Closed,1,0,
tvm,2082,comment,437256876,non_debt,-,apache,0.0,Merged,4,0,
incubator-mxnet,12494,comment,419833188,non_debt,-,apache,0.0,Closed,1,0,
zeppelin,1613,comment,262817245,non_debt,-,apache,7.0,Closed,7,1,
incubator-doris,3694,comment,634495845,non_debt,-,apache,8.0,Merged,9,9,"kind/improvement, area/sql/execution"
airflow,2319,summary,0,non_debt,-,apache,568.0,Closed,2,8,
spark,3246,review,22343430,design_debt,non-optimal_design,apache,85.0,Closed,3,9,
spark,1276,summary,0,non_debt,-,apache,67.0,Closed,1,1,
flink,10999,review,374455972,non_debt,-,apache,7.0,Merged,3,30,"review=description?, component=Documentation"
spark,21301,comment,388513984,non_debt,-,apache,2.0,Closed,3,2,
beam,11020,review,387292177,non_debt,-,apache,6.0,Merged,6,30,python
storm,2597,comment,376861395,non_debt,-,apache,11.0,Merged,1,4,
zeppelin,1484,comment,251847119,non_debt,-,apache,1.0,Closed,4,0,
kafka,8846,review,474843042,non_debt,-,apache,,Not Closed or Merged,19,30,
druid,10464,comment,721179142,non_debt,-,apache,31.0,Merged,2,0,"Area - Querying, Incompatible, Release Notes, Error handling"
jena,151,comment,252431461,design_debt,non-optimal_design,apache,99.0,Merged,12,17,
pulsar,602,summary,0,non_debt,-,apache,0.0,Merged,1,2,component/test
flink,6159,review,195443441,code_debt,low_quality_code,apache,2.0,Closed,8,8,component=Runtime/StateBackends
trafficcontrol,4671,review,418741562,non_debt,-,apache,56.0,Merged,30,30,"new feature, Traffic Ops ORT *DEPRECATED*, documentation, medium impact, cdn-in-a-box"
storm,1714,review,80442067,non_debt,-,apache,16.0,Merged,1,20,
spark,2802,comment,61728290,non_debt,-,apache,64.0,Closed,8,30,
