project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status,commits_count,comments_count,labels
spark,3269,review,20599886,non_debt,-,apache,16.0,Closed,5,11,
spark,29001,comment,653952590,non_debt,-,apache,0.0,Closed,2,3,"TESTS, CORE"
airflow,5343,review,288918215,code_debt,low_quality_code,apache,0.0,Closed,6,8,
reef,536,review,41340326,non_debt,-,apache,6.0,Closed,6,30,
helix,159,review,177534964,non_debt,-,apache,11.0,Merged,5,8,
ozone,597,review,383576726,non_debt,-,apache,1.0,Closed,2,11,
tvm,7078,description,0,non_debt,-,apache,16.0,Merged,1,0,
nifi,24,review,24779501,non_debt,-,apache,22.0,Closed,3,27,
reef,311,comment,124298703,non_debt,-,apache,7.0,Closed,4,11,
trafodion,1347,comment,351943682,non_debt,-,apache,5.0,Merged,2,0,
spark,10744,review,50049377,non_debt,-,apache,6.0,Closed,14,23,
tinkerpop,616,comment,304925239,non_debt,-,apache,4.0,Merged,1,0,
spark,8791,comment,142457862,non_debt,-,apache,6.0,Closed,14,9,
airflow,7119,summary,0,non_debt,-,apache,98.0,Closed,1,17,"stale, area:serialization, area:plugins"
pulsar,8761,comment,737106073,non_debt,-,apache,1.0,Merged,7,0,component/function
beam,1731,comment,270465630,non_debt,-,apache,0.0,Closed,1,0,
tvm,4560,description,0,non_debt,-,apache,0.0,Merged,1,0,
accumulo,1132,comment,488354749,non_debt,-,apache,6.0,Merged,7,1,
incubator-mxnet,3811,comment,260932873,non_debt,-,apache,17.0,Closed,1,8,
servicecomb-java-chassis,652,summary,0,non_debt,-,apache,2.0,Closed,7,0,
beam,13983,comment,779459205,non_debt,-,apache,4.0,Merged,1,0,
incubator-pinot,6418,review,556011781,non_debt,-,apache,15.0,Merged,20,30,release-notes
brooklyn-server,842,review,141037439,non_debt,-,apache,4.0,Merged,8,5,
spark,16772,comment,276819250,non_debt,-,apache,22.0,Closed,3,0,
apisix,2776,description,0,non_debt,-,apache,0.0,Merged,3,8,
beam,9254,description,0,non_debt,-,apache,0.0,Merged,1,0,
spark,16892,comment,280117833,documentation_debt,low_quality_documentation,apache,13.0,Closed,4,6,
reef,107,comment,78608631,non_debt,-,apache,3.0,Closed,2,2,
arrow,5689,summary,0,non_debt,-,apache,1.0,Closed,1,0,
lucene-solr,382,summary,0,non_debt,-,apache,4.0,Closed,2,6,
fluo,514,description,0,non_debt,-,apache,0.0,Merged,1,0,improvement
superset,1180,comment,249099337,non_debt,-,apache,0.0,Merged,1,0,
gobblin,2863,review,366518825,non_debt,-,apache,4.0,Closed,4,4,
spark,861,comment,44154923,non_debt,-,apache,2.0,Closed,2,0,
carbondata,2296,description,0,non_debt,-,apache,0.0,Closed,2,0,
spark,31436,comment,772256896,non_debt,-,apache,0.0,Closed,1,2,BUILD
cxf,100,comment,160921994,non_debt,-,apache,0.0,Closed,1,0,
incubator-doris,2431,review,357906474,non_debt,-,apache,6.0,Merged,7,23,
storm,2790,comment,412260769,non_debt,-,apache,3.0,Merged,1,20,
airflow,13728,comment,761947640,defect_debt,uncorrected_known_defects,apache,1.0,Merged,3,30,"area:dev-tools, kind:documentation, full tests needed"
systemds,740,review,172401453,code_debt,low_quality_code,apache,3.0,Closed,6,16,
incubator-mxnet,8793,comment,346685420,non_debt,-,apache,0.0,Closed,1,0,
spark,15301,review,81286160,non_debt,-,apache,0.0,Closed,2,9,
beam,8248,description,0,non_debt,-,apache,0.0,Merged,1,0,
spark,15951,review,89019196,non_debt,-,apache,2.0,Closed,16,30,
couchdb,3172,description,0,non_debt,-,apache,0.0,Merged,1,0,
spark,20923,comment,383571843,architecture_debt,violation_of_modularity,apache,26.0,Closed,9,26,
spark,19177,comment,328358846,non_debt,-,apache,0.0,Closed,2,7,
trafficserver,4470,comment,432435286,non_debt,-,apache,0.0,Merged,1,0,Backport
kafka,8680,review,434445428,non_debt,-,apache,25.0,Merged,20,30,
