project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status,commits_count,comments_count,labels
beam,11461,comment,619290741,non_debt,-,apache,9.0,Merged,1,0,java
incubator-pinot,6216,comment,743425065,non_debt,-,apache,57.0,Merged,1,30,
spark,14079,review,88088492,non_debt,-,apache,161.0,Closed,30,30,
spark,29992,review,504358081,code_debt,low_quality_code,apache,1.0,Closed,1,4,
kafka,9001,review,462716040,architecture_debt,violation_of_modularity,apache,90.0,Merged,30,30,core
arrow,8648,review,567582052,documentation_debt,outdated_documentation,apache,158.0,Closed,30,30,"Component: C++, Component: Python, Component: Ruby, Component: GLib"
dubbo,4220,description,0,non_debt,-,apache,2.0,Merged,1,0,
madlib,230,review,165737045,non_debt,-,apache,9.0,Closed,21,25,
flink,13571,description,0,design_debt,non-optimal_design,apache,2.0,Closed,1,3,"review=description?, component=Deployment/YARN"
incubator-brooklyn,531,comment,78172489,non_debt,-,apache,15.0,Merged,7,18,
cloudstack,1960,comment,315767628,non_debt,-,apache,189.0,Merged,4,19,"type:enhancement, component:kvm, status:ready-for-merge"
storm,2911,review,283128941,code_debt,low_quality_code,apache,179.0,Merged,10,30,
beam,4956,review,179756458,non_debt,-,apache,14.0,Merged,1,30,
samza,230,review,124421458,design_debt,non-optimal_design,apache,6.0,Closed,6,23,
incubator-pinot,5991,review,486580153,non_debt,-,apache,1.0,Merged,9,12,
incubator-pinot,4903,comment,563546851,non_debt,-,apache,0.0,Merged,1,0,
spark,27625,comment,588562924,non_debt,-,apache,2.0,Closed,5,2,
nifi,1886,description,0,non_debt,-,apache,199.0,Closed,1,3,
iceberg,2118,review,561101471,non_debt,-,apache,0.0,Merged,3,10,spark
beam,10269,comment,562022105,non_debt,-,apache,7.0,Merged,3,0,
trafficserver,4338,comment,428848993,non_debt,-,apache,20.0,Merged,1,0,Crash
samza,702,review,224265787,non_debt,-,apache,2.0,Closed,3,5,
brooklyn-server,258,review,70850684,non_debt,-,apache,13.0,Merged,1,2,
carbondata,3875,review,491976179,non_debt,-,apache,88.0,Closed,4,30,
trafficcontrol,1896,comment,367375760,non_debt,-,apache,5.0,Merged,17,0,
kafka,5881,comment,437621853,non_debt,-,apache,58.0,Merged,2,0,
spark,16439,summary,0,non_debt,-,apache,9.0,Closed,3,8,
spark,19712,review,150160911,non_debt,-,apache,0.0,Closed,2,4,
carbondata,2410,comment,402372940,non_debt,-,apache,8.0,Closed,5,6,
storm,259,summary,0,non_debt,-,apache,4.0,Merged,3,0,
incubator-pinot,596,comment,249335065,non_debt,-,apache,0.0,Merged,2,0,
beam,1369,review,97186486,non_debt,-,apache,119.0,Closed,12,30,
kafka,6521,review,273258127,code_debt,low_quality_code,apache,12.0,Merged,10,13,streams
spark,1313,comment,49744305,non_debt,-,apache,30.0,Closed,16,30,
skywalking,5760,review,515447889,non_debt,-,apache,7.0,Merged,11,13,"backend, enhancement"
cloudstack,2211,comment,353476171,non_debt,-,apache,148.0,Merged,22,30,"component:systemd, component:networking, component:systemvm-template"
tinkerpop,572,review,106551449,non_debt,-,apache,8.0,Closed,1,9,
dubbo,2053,summary,0,non_debt,-,apache,2.0,Merged,5,2,
drill,1298,review,202718440,non_debt,-,apache,62.0,Closed,1,30,
beam,1841,review,98267841,non_debt,-,apache,20.0,Closed,1,30,
flink,12206,review,426342495,non_debt,-,apache,0.0,Merged,3,8,"review=description?, component=TableSQL/Planner"
druid,1503,description,0,non_debt,-,apache,1.0,Merged,1,0,
dubbo,2520,summary,0,documentation_debt,low_quality_documentation,apache,0.0,Merged,10,0,
geode,2794,review,231716097,non_debt,-,apache,1.0,Merged,2,3,
camel-quarkus,1526,comment,672675824,test_debt,low_coverage,apache,0.0,Merged,3,2,
geode,3650,review,291302823,non_debt,-,apache,13.0,Merged,5,9,
incubator-pinot,2922,comment,400827365,non_debt,-,apache,118.0,Merged,6,3,
kafka,1537,comment,227613567,non_debt,-,apache,8.0,Closed,1,23,
brooklyn-server,53,comment,197925605,non_debt,-,apache,18.0,Merged,2,29,
spark,22888,comment,434208856,non_debt,-,apache,0.0,Closed,2,0,
