project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status,commits_count,comments_count,labels
spark,27395,comment,588347501,non_debt,-,apache,20.0,Closed,30,30,"SPARK CORE, PYSPARK"
ozone,1503,review,506851310,code_debt,low_quality_code,apache,14.0,Merged,7,30,
iceberg,1890,review,538631234,non_debt,-,apache,0.0,Merged,8,30,spark
attic-apex-core,33,description,0,non_debt,-,apache,0.0,Closed,1,0,
nifi-minifi-cpp,367,comment,402224300,non_debt,-,apache,4.0,Closed,2,0,
trafficcontrol,3075,comment,443905502,non_debt,-,apache,179.0,Merged,26,30,"new feature, Traffic Ops, cache-config"
kafka,6185,review,249982093,non_debt,-,apache,1.0,Merged,2,2,streams
flink,3336,comment,282036668,non_debt,-,apache,6.0,Closed,6,30,"component=API/DataStream, component=Runtime/StateBackends"
spark,13152,review,76170720,non_debt,-,apache,136.0,Closed,25,30,
incubator-doris,2922,review,380016716,non_debt,-,apache,0.0,Merged,2,4,
camel-quarkus,1483,description,0,non_debt,-,apache,0.0,Merged,1,0,
spark,28038,review,402528402,code_debt,low_quality_code,apache,12.0,Closed,13,21,SPARK CORE
spark,31682,review,584742586,non_debt,-,apache,7.0,Closed,16,19,"SQL, MLLIB, STRUCTURED STREAMING, BUILD, CORE, PYTHON, AVRO"
tvm,7313,review,586937376,non_debt,-,apache,44.0,Merged,30,30,status: need review
incubator-pinot,6690,review,596257840,non_debt,-,apache,0.0,Merged,3,4,
spark,21976,summary,0,non_debt,-,apache,27.0,Closed,2,4,
airflow,14219,review,584775664,code_debt,low_quality_code,apache,41.0,Closed,26,30,"area:API, AIP-38"
incubator-mxnet,18560,description,0,test_debt,flaky_test,apache,0.0,Merged,3,0,
spark,4588,review,26225879,non_debt,-,apache,44.0,Closed,30,30,
carbondata,200,review,82923303,non_debt,-,apache,76.0,Closed,1,15,
druid,6683,review,244036188,non_debt,-,apache,498.0,Closed,1,30,"Area - ZooKeeper/Curator, stale"
hbase,1653,description,0,non_debt,-,apache,153.0,Closed,1,1,
airflow,4963,comment,475922883,non_debt,-,apache,2.0,Merged,1,1,
hbase,2876,comment,763383475,non_debt,-,apache,7.0,Closed,1,0,
spark,25782,comment,531650889,non_debt,-,apache,3.0,Closed,8,15,SQL
spark,14656,review,74853965,non_debt,-,apache,2.0,Closed,22,30,
thrift,1496,comment,371441144,non_debt,-,apache,28.0,Closed,4,11,
airflow,6281,review,339296209,non_debt,-,apache,81.0,Closed,1,19,stale
spark,26159,comment,544371364,non_debt,-,apache,38.0,Closed,3,0,SQL
trafficserver,347,summary,0,code_debt,complex_code,apache,0.0,Closed,1,0,
spark,20387,comment,361368296,non_debt,-,apache,26.0,Closed,14,30,
dubbo,4526,review,303318487,code_debt,low_quality_code,apache,681.0,Closed,4,3,status/waiting-for-feedback
bookkeeper,1410,review,190751880,non_debt,-,apache,15.0,Merged,7,27,"area/bookie, type/improvement, release/4.8.0"
iceberg,1393,review,479567345,non_debt,-,apache,6.0,Merged,7,30,flink
tinkerpop,1308,review,512632352,documentation_debt,low_quality_documentation,apache,139.0,Merged,16,30,
ignite,7851,review,430399878,code_debt,low_quality_code,apache,3.0,Merged,3,2,
hudi,1274,review,370818776,code_debt,low_quality_code,apache,13.0,Merged,1,30,
ignite,4434,review,233787764,non_debt,-,apache,153.0,Closed,30,30,
druid,1978,comment,173417227,non_debt,-,apache,64.0,Merged,1,30,
nifi,777,comment,239009886,non_debt,-,apache,9.0,Closed,8,2,
helix,1472,comment,710682396,design_debt,non-optimal_design,apache,0.0,Merged,1,3,
druid,6007,comment,405648789,non_debt,-,apache,0.0,Merged,1,0,Area - Documentation
spark,8734,review,50617823,non_debt,-,apache,149.0,Closed,8,15,
beam,2504,summary,0,non_debt,-,apache,0.0,Merged,1,0,
zookeeper,904,review,274872856,code_debt,low_quality_code,apache,8.0,Closed,5,6,
incubator-mxnet,12918,review,227170725,code_debt,low_quality_code,apache,14.0,Merged,5,8,pr-awaiting-review
flink,10017,review,349058826,documentation_debt,low_quality_documentation,apache,37.0,Closed,7,30,"review=description?, component=API/Python"
flink,13697,comment,718463957,non_debt,-,apache,9.0,Merged,2,11,"review=description?, component=Runtime/Task"
incubator-heron,2295,description,0,design_debt,non-optimal_design,apache,44.0,Closed,4,2,
superset,7788,comment,506845639,non_debt,-,apache,0.0,Merged,1,0,size/XS
