project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status,commits_count,comments_count,labels
netbeans,2606,summary,0,non_debt,-,apache,50.0,Merged,1,0,Gradle
samza,1035,description,0,non_debt,-,apache,0.0,Merged,30,0,
flink,3535,comment,287728689,non_debt,-,apache,6.0,Closed,1,3,component=API/DataStream
ignite,2732,summary,0,non_debt,-,apache,24.0,Closed,30,0,
incubator-mxnet,3781,comment,260116824,design_debt,non-optimal_design,apache,3.0,Merged,10,0,
incubator-mxnet,4405,description,0,non_debt,-,apache,0.0,Merged,1,3,
flink,8859,review,350512524,non_debt,-,apache,160.0,Closed,6,25,"review=description?, component=TableSQL/Planner, component=TableSQL/LegacyPlanner"
spark,30072,comment,710745499,non_debt,-,apache,0.0,Closed,1,0,
tvm,2292,review,241858156,code_debt,low_quality_code,apache,50.0,Merged,20,30,status: accepted
airflow,13209,comment,792993349,non_debt,-,apache,79.0,Merged,2,12,"area:helm-chart, okay to merge"
carbondata,3485,comment,560424246,non_debt,-,apache,6.0,Closed,3,8,
nifi,1564,review,104316845,non_debt,-,apache,1481.0,Closed,2,20,
gobblin,2729,review,322481788,non_debt,-,apache,7.0,Closed,7,17,
storm,1692,summary,0,non_debt,-,apache,8.0,Merged,1,0,
cloudstack,2071,review,114259061,non_debt,-,apache,4.0,Merged,3,10,status:ready-for-merge
madlib,257,comment,381447654,non_debt,-,apache,10.0,Closed,4,0,
cxf,524,comment,474016221,non_debt,-,apache,0.0,Closed,3,0,
spark,7940,review,36339415,non_debt,-,apache,1.0,Closed,10,9,
trafodion,1578,comment,391783684,non_debt,-,apache,242.0,Merged,4,4,
flink,10358,comment,561655258,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,8.0,Merged,6,18,"review=description?, component=API/TypeSerializationSystem, component=Benchmarks"
kafka,6177,comment,481373001,non_debt,-,apache,96.0,Merged,20,30,
avro,910,review,437448312,non_debt,-,apache,584.0,Closed,1,8,"Java, build"
spark,28702,review,436319781,non_debt,-,apache,0.0,Closed,1,2,"WEB UI, BUILD, CORE"
kafka,5787,review,224774703,non_debt,-,apache,4.0,Merged,4,30,streams
spark,3579,description,0,non_debt,-,apache,0.0,Closed,3,6,
fineract,1050,review,439726409,non_debt,-,apache,0.0,Merged,1,7,
arrow,5078,description,0,non_debt,-,apache,0.0,Closed,6,5,
flink,5516,comment,369528309,non_debt,-,apache,148.0,Closed,1,0,component=Connectors/Kafka
cloudstack,1403,review,63082200,non_debt,-,apache,103.0,Merged,2,30,
flink,12556,review,438019081,non_debt,-,apache,3.0,Closed,4,12,"review=description?, component=Documentation"
beam,5921,comment,404040988,non_debt,-,apache,0.0,Merged,1,0,
calcite,32,summary,0,non_debt,-,apache,22.0,Closed,1,0,
arrow,1115,summary,0,non_debt,-,apache,0.0,Closed,1,0,
arrow,5508,comment,535832777,code_debt,slow_algorithm,apache,48.0,Closed,13,22,Component: Java
zookeeper,975,summary,0,non_debt,-,apache,30.0,Closed,3,4,
hadoop,1179,summary,0,non_debt,-,apache,5.0,Merged,3,0,ozone
spark,4015,comment,95799659,non_debt,-,apache,107.0,Closed,4,30,
calcite,719,description,0,non_debt,-,apache,8.0,Closed,1,4,
beam,7811,comment,462484659,non_debt,-,apache,0.0,Merged,1,0,
carbondata,1417,comment,337614957,non_debt,-,apache,15.0,Closed,1,6,
arrow,8757,comment,733751240,non_debt,-,apache,308.0,Closed,10,13,"Component: C++, needs-rebase"
spark,21142,comment,384182237,non_debt,-,apache,1.0,Closed,2,1,
streams,133,comment,63707989,non_debt,-,apache,1.0,Merged,4,4,
zeppelin,2921,comment,380782977,non_debt,-,apache,0.0,Closed,1,0,
arrow,4322,comment,493617041,code_debt,low_quality_code,apache,9.0,Closed,4,14,Component: R
fineract,1295,summary,0,non_debt,-,apache,0.0,Merged,1,0,
incubator-pinot,1192,summary,0,non_debt,-,apache,9.0,Merged,5,25,
spark,3518,comment,70188737,non_debt,-,apache,54.0,Closed,25,30,
spark,25900,summary,0,non_debt,-,apache,0.0,Closed,1,0,
spark,16249,comment,272744836,non_debt,-,apache,36.0,Closed,6,5,
