project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
arrow,7737,review,453912928,non_debt,-,apache,0.0,Closed
incubator-pinot,6395,comment,752282798,non_debt,-,apache,6.0,Merged
druid,5299,review,168384306,non_debt,-,apache,39.0,Merged
kafka,6935,review,293618884,non_debt,-,apache,103.0,Closed
trafficserver,2300,comment,318132384,code_debt,low_quality_code,apache,3.0,Closed
flink,6906,review,228072160,non_debt,-,apache,99.0,Closed
apisix,2036,review,487762501,documentation_debt,low_quality_documentation,apache,36.0,Merged
airflow,1966,summary,0,non_debt,-,apache,59.0,Closed
trafficserver,2172,review,123165279,non_debt,-,apache,5.0,Merged
kafka,3325,review,128649545,code_debt,low_quality_code,apache,44.0,Closed
kafka,5049,comment,391065272,non_debt,-,apache,1.0,Closed
airflow,4826,comment,468996164,non_debt,-,apache,0.0,Merged
incubator-mxnet,11213,review,194908752,non_debt,-,apache,16.0,Merged
spark,1505,comment,49694965,non_debt,-,apache,1.0,Closed
flink,11862,review,415500318,non_debt,-,apache,15.0,Closed
spark,8093,review,36782853,code_debt,low_quality_code,apache,84.0,Closed
carbondata,2836,comment,431731434,code_debt,low_quality_code,apache,12.0,Closed
superset,10728,review,479692093,code_debt,low_quality_code,apache,2.0,Merged
spark,20894,comment,375960919,non_debt,-,apache,72.0,Closed
flink,10173,comment,553341813,non_debt,-,apache,1.0,Closed
dubbo,4202,comment,497193608,non_debt,-,apache,0.0,Closed
spark,663,comment,42368011,non_debt,-,apache,127.0,Closed
trafficserver,4302,review,222111613,non_debt,-,apache,28.0,Merged
groovy,23,review,32766889,non_debt,-,apache,41.0,Closed
drill,1892,review,363140288,code_debt,low_quality_code,apache,160.0,Merged
couchdb,597,review,125812352,non_debt,-,apache,134.0,Closed
spark,15717,comment,262736803,non_debt,-,apache,44.0,Closed
trafodion,203,comment,161557545,non_debt,-,apache,89.0,Merged
spark,5031,comment,91972864,non_debt,-,apache,29.0,Closed
kafka,8615,comment,624857586,non_debt,-,apache,21.0,Closed
beam,6676,review,233138480,documentation_debt,outdated_documentation,apache,33.0,Merged
carbondata,3116,comment,458964957,non_debt,-,apache,,Not Closed or Merged
tvm,6481,summary,0,non_debt,-,apache,0.0,Closed
spark,4363,review,24212525,code_debt,low_quality_code,apache,22.0,Closed
spark,18555,comment,317694973,non_debt,-,apache,382.0,Closed
