project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
kafka,7255,review,318235376,non_debt,-,apache,1,Merged
spark,19607,comment,347107409,non_debt,-,apache,29,Closed
zeppelin,2079,comment,283460224,non_debt,-,apache,3,Closed
hive,2138,summary,0,non_debt,-,apache,12,Merged
carbondata,1714,summary,0,non_debt,-,apache,4,Closed
hadoop,2169,comment,663908887,non_debt,-,apache,1,Merged
incubator-heron,806,review,64695958,non_debt,-,apache,0,Merged
shardingsphere-elasticjob,1608,summary,0,documentation_debt,low_quality_documentation,apache,0,Merged
nifi-minifi-cpp,807,review,452334340,non_debt,-,apache,41,Closed
tajo,618,comment,122178566,non_debt,-,apache,19,Closed
activemq-artemis,2272,review,213342991,non_debt,-,apache,0,Merged
incubator-mxnet,19725,summary,0,non_debt,-,apache,0,Merged
spark,19143,comment,327427666,test_debt,lack_of_tests,apache,1,Closed
trafficserver,2578,comment,335346485,non_debt,-,apache,33,Merged
trafficserver,4894,comment,459190361,non_debt,-,apache,1,Merged
arrow,7994,review,478679324,non_debt,-,apache,75,Closed
spark,31198,comment,762392793,non_debt,-,apache,6,Closed
airflow,11685,comment,716582827,non_debt,-,apache,11,Merged
trafficserver,866,comment,240594556,code_debt,low_quality_code,apache,25,Merged
couchdb,726,summary,0,non_debt,-,apache,44,Merged
samza,566,review,198292707,non_debt,-,apache,0,Closed
nifi-minifi-cpp,4,comment,234306309,non_debt,-,apache,64,Closed
avro,133,review,80818577,non_debt,-,apache,1193,Closed
pulsar,9096,review,563300245,non_debt,-,apache,26,Merged
incubator-heron,176,review,56283550,code_debt,low_quality_code,apache,1,Merged
spark,1114,comment,48992157,non_debt,-,apache,26,Closed
beam,13439,review,534645786,non_debt,-,apache,7,Merged
spark,19222,review,147573040,non_debt,-,apache,204,Closed
spark,8531,review,48378751,code_debt,complex_code,apache,121,Closed
spark,9353,review,43474236,code_debt,complex_code,apache,4,Closed
druid,4313,comment,306859112,non_debt,-,apache,17,Merged
carbondata,3424,comment,547247341,non_debt,-,apache,2,Closed
nifi,3558,comment,507417670,non_debt,-,apache,3,Closed
carbondata,3876,comment,668424168,non_debt,-,apache,114,Closed
spark,13270,review,64482317,non_debt,-,apache,8,Closed
spark,6323,comment,104419014,non_debt,-,apache,1,Closed
beam,3790,comment,325988457,non_debt,-,apache,13,Closed
netbeans,320,summary,0,non_debt,-,apache,100,Merged
ambari,1108,summary,0,non_debt,-,apache,0,Merged
nifi-minifi-cpp,924,comment,732347261,build_debt,under-declared_dependencies,apache,59,Closed
superset,13210,review,582436382,code_debt,low_quality_code,apache,7,Merged
bigtop,555,comment,573495530,non_debt,-,apache,315,Closed
flink,6087,review,192733056,non_debt,-,apache,641,Closed
accumulo,329,summary,0,non_debt,-,apache,2,Merged
spark,17608,comment,294076299,non_debt,-,apache,2,Closed
hive,1780,comment,761269576,code_debt,low_quality_code,apache,35,Merged
activemq-artemis,2716,comment,577397473,non_debt,-,apache,262,Closed
couchdb,1972,review,267940882,non_debt,-,apache,27,Merged
kafka,1995,review,82672441,non_debt,-,apache,5,Closed
ozone,894,summary,0,non_debt,-,apache,8,Merged
trafficcontrol,2548,comment,405349698,non_debt,-,apache,0,Merged
beam,4161,comment,346207393,non_debt,-,apache,0,Closed
rocketmq,1536,review,336341159,non_debt,-,apache,5,Merged
flink,13477,summary,0,non_debt,-,apache,14,Merged
flink,8176,comment,484774952,non_debt,-,apache,3,Closed
cloudstack,2503,comment,385585396,non_debt,-,apache,117,Merged
zookeeper,361,comment,459616531,non_debt,-,apache,519,Closed
spark,13192,review,64440872,non_debt,-,apache,5,Closed
druid,7789,review,288693182,non_debt,-,apache,8,Merged
druid,9203,summary,0,non_debt,-,apache,0,Merged
spark,27560,review,379244083,non_debt,-,apache,7,Closed
flink,2425,review,86549853,non_debt,-,apache,202,Closed
carbondata,2932,comment,440594063,non_debt,-,apache,1,Closed
flink,14774,comment,768719211,non_debt,-,apache,1,Closed
flink,12542,summary,0,non_debt,-,apache,15,Closed
tinkerpop,1299,comment,651702036,non_debt,-,apache,14,Merged
ozone,1872,summary,0,non_debt,-,apache,0,Merged
cloudstack,3241,comment,509613238,non_debt,-,apache,112,Merged
beam,2945,summary,0,non_debt,-,apache,0,Closed
kafka,7463,review,333754419,non_debt,-,apache,6,Merged
spark,15571,comment,255263463,non_debt,-,apache,0,Closed
hbase,2448,comment,698750938,non_debt,-,apache,2,Merged
kafka,8541,review,414900861,non_debt,-,apache,4,Merged
attic-stratos,210,summary,0,non_debt,-,apache,0,Merged
spark,9280,review,43116722,non_debt,-,apache,10,Closed
openwhisk,4921,review,448128928,non_debt,-,apache,38,Merged
spark,3651,review,21697554,code_debt,low_quality_code,apache,27,Closed
flink,6173,review,196042694,code_debt,low_quality_code,apache,2,Closed
beam,8280,comment,490157112,non_debt,-,apache,33,Merged
tvm,1406,review,201922072,non_debt,-,apache,4,Merged
systemds,529,comment,316237640,non_debt,-,apache,1041,Closed
lucene-solr,2459,review,589262984,non_debt,-,apache,4,Closed
couchdb,1064,summary,0,non_debt,-,apache,2,Merged
netbeans,1477,comment,529485461,non_debt,-,apache,9,Merged
beam,11437,comment,629549669,non_debt,-,apache,33,Merged
flink,13957,summary,0,non_debt,-,apache,1,Merged
trafodion,1064,comment,294060779,non_debt,-,apache,0,Merged
activemq-artemis,2012,comment,380818801,design_debt,non-optimal_design,apache,2,Closed
spark,25576,comment,524639817,non_debt,-,apache,5,Closed
beam,871,comment,241927745,non_debt,-,apache,100,Closed
ignite,7250,summary,0,non_debt,-,apache,570,Closed
kafka,2787,comment,291326176,non_debt,-,apache,2,Closed
camel,2023,comment,335785218,non_debt,-,apache,0,Closed
geode,2238,summary,0,non_debt,-,apache,0,Merged
camel,2520,summary,0,non_debt,-,apache,0,Closed
iceberg,784,review,377400690,non_debt,-,apache,10,Merged
spark,14277,review,71648516,non_debt,-,apache,1,Closed
kafka,1908,comment,250894831,code_debt,low_quality_code,apache,4,Closed
superset,8464,comment,547571294,non_debt,-,apache,1,Merged
kafka,8683,comment,649518932,non_debt,-,apache,43,Merged
