project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
hbase,1077,review,368823636,documentation_debt,outdated_documentation,apache,2.0,Merged
spark,29402,description,0,documentation_debt,low_quality_documentation,apache,0.0,Closed
apisix,3710,review,584531199,non_debt,-,apache,0.0,Closed
spark,126,review,11357428,non_debt,-,apache,27.0,Closed
nifi-minifi-cpp,71,comment,291787919,non_debt,-,apache,6.0,Closed
druid,8209,review,310329604,non_debt,-,apache,8.0,Merged
ozone,1200,description,0,non_debt,-,apache,1.0,Merged
camel,1603,description,0,non_debt,-,apache,0.0,Closed
airflow,6311,comment,608306828,non_debt,-,apache,228.0,Merged
nifi,4067,summary,0,non_debt,-,apache,1.0,Closed
superset,1253,review,81885223,non_debt,-,apache,0.0,Merged
spark,4583,comment,74452766,non_debt,-,apache,22.0,Closed
zeppelin,2811,comment,402938821,non_debt,-,apache,134.0,Closed
spark,13860,comment,229268989,non_debt,-,apache,6.0,Closed
druid,2800,review,60473748,non_debt,-,apache,25.0,Merged
beam,6707,review,229053783,code_debt,low_quality_code,apache,42.0,Closed
spark,28085,review,407334754,non_debt,-,apache,22.0,Closed
kafka,2492,review,100844023,code_debt,low_quality_code,apache,12.0,Closed
beam,2220,comment,286517853,non_debt,-,apache,5.0,Closed
beam,3819,description,0,non_debt,-,apache,0.0,Merged
arrow,3006,review,235668748,non_debt,-,apache,1.0,Closed
trafficcontrol,4816,comment,648252948,non_debt,-,apache,0.0,Merged
flink,11415,review,395585557,non_debt,-,apache,6.0,Closed
couchdb,3015,review,488882226,documentation_debt,low_quality_documentation,apache,56.0,Merged
camel,623,summary,0,non_debt,-,apache,1.0,Merged
storm,3379,review,583943296,non_debt,-,apache,25.0,Merged
guacamole-client,455,review,355073430,non_debt,-,apache,,Not Closed or Merged
arrow,4500,review,291834025,non_debt,-,apache,0.0,Closed
carbondata,2153,comment,381357670,non_debt,-,apache,8.0,Closed
arrow,7692,review,452483726,non_debt,-,apache,3.0,Closed
incubator-pinot,4235,review,288316724,non_debt,-,apache,5.0,Merged
spark,19208,review,148859043,non_debt,-,apache,63.0,Closed
flink,12315,comment,633776377,non_debt,-,apache,1.0,Closed
ozone,1916,review,573453733,non_debt,-,apache,6.0,Merged
flink,11321,review,401445976,non_debt,-,apache,,Not Closed or Merged
arrow,5213,review,318643171,documentation_debt,outdated_documentation,apache,9.0,Closed
netbeans,2617,description,0,non_debt,-,apache,380.0,Merged
hadoop,2076,review,441558016,non_debt,-,apache,17.0,Merged
flink,6076,review,190841926,documentation_debt,low_quality_documentation,apache,73.0,Merged
flink,13306,review,483439597,non_debt,-,apache,7.0,Merged
lucene-solr,2022,review,515170806,non_debt,-,apache,20.0,Merged
spark,10745,review,49801194,non_debt,-,apache,1.0,Closed
apisix,2329,review,495666587,code_debt,dead_code,apache,13.0,Closed
nifi,71,comment,130314880,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,19.0,Merged
karaf,512,summary,0,non_debt,-,apache,0.0,Merged
airflow,10346,summary,0,code_debt,low_quality_code,apache,0.0,Merged
orc,163,description,0,non_debt,-,apache,3.0,Merged
geode,71,comment,171934710,non_debt,-,apache,34.0,Closed
camel,700,comment,160263784,non_debt,-,apache,0.0,Closed
brooklyn-server,899,comment,346040396,non_debt,-,apache,4.0,Merged
trafficcontrol,3760,comment,516056868,non_debt,-,apache,9.0,Merged
spark,9430,description,0,non_debt,-,apache,174.0,Closed
incubator-brooklyn,164,comment,56559915,non_debt,-,apache,8.0,Merged
pulsar,1821,comment,394024643,non_debt,-,apache,32.0,Merged
kafka,8883,summary,0,test_debt,flaky_test,apache,1.0,Merged
tajo,426,review,26902968,non_debt,-,apache,7.0,Closed
ignite,6509,review,279779959,non_debt,-,apache,10.0,Closed
zookeeper,1506,summary,0,non_debt,-,apache,0.0,Closed
incubator-pinot,6451,review,559757218,non_debt,-,apache,1.0,Merged
flink,4561,comment,324585254,non_debt,-,apache,6.0,Closed
spark,28874,comment,648303691,non_debt,-,apache,25.0,Closed
spark,21119,review,184839158,non_debt,-,apache,48.0,Closed
beam,9032,comment,510766791,non_debt,-,apache,102.0,Closed
spark,30144,review,605525533,non_debt,-,apache,170.0,Closed
incubator-brooklyn,866,comment,135365840,non_debt,-,apache,2.0,Merged
spark,28403,comment,621539070,non_debt,-,apache,0.0,Closed
zeppelin,2194,comment,289690375,non_debt,-,apache,0.0,Closed
beam,5217,summary,0,non_debt,-,apache,1.0,Merged
cassandra,716,review,476643686,non_debt,-,apache,571.0,Closed
helix,1494,review,515570884,non_debt,-,apache,4.0,Merged
shardingsphere,3619,description,0,non_debt,-,apache,0.0,Merged
ignite,6554,review,341580318,non_debt,-,apache,809.0,Closed
carbondata,954,review,118870584,non_debt,-,apache,4.0,Closed
zookeeper,684,review,238789004,documentation_debt,outdated_documentation,apache,74.0,Closed
flink,11095,review,379828410,non_debt,-,apache,3.0,Closed
flink,11393,comment,599385217,non_debt,-,apache,10.0,Merged
flink,9363,description,0,code_debt,low_quality_code,apache,3.0,Merged
shardingsphere,9687,summary,0,non_debt,-,apache,0.0,Merged
spark,157,comment,37761089,non_debt,-,apache,5.0,Closed
superset,13090,review,575157301,non_debt,-,apache,3.0,Merged
carbondata,1386,comment,333775342,non_debt,-,apache,552.0,Closed
trafficserver,5000,comment,464885742,non_debt,-,apache,22.0,Merged
spark,29686,comment,689199606,non_debt,-,apache,1.0,Closed
pulsar,2120,summary,0,non_debt,-,apache,0.0,Merged
arrow,2202,comment,401787754,non_debt,-,apache,0.0,Closed
cloudstack,4131,comment,707804396,non_debt,-,apache,220.0,Closed
kafka,6680,description,0,code_debt,complex_code,apache,3.0,Merged
attic-apex-malhar,24,comment,140223786,non_debt,-,apache,1.0,Merged
spark,17130,review,104006906,code_debt,low_quality_code,apache,58.0,Closed
incubator-doris,1297,review,293240865,non_debt,-,apache,0.0,Merged
tvm,4138,comment,544311340,non_debt,-,apache,13.0,Merged
trafficserver,7279,description,0,design_debt,non-optimal_design,apache,158.0,Merged
spark,17250,comment,285797389,non_debt,-,apache,13.0,Closed
spark,10469,review,49408899,non_debt,-,apache,36.0,Closed
servicecomb-java-chassis,947,review,225761072,non_debt,-,apache,12.0,Merged
trafficserver,6001,comment,539771774,documentation_debt,outdated_documentation,apache,62.0,Merged
storm,1761,description,0,non_debt,-,apache,3.0,Merged
pulsar,9292,review,566071650,non_debt,-,apache,685.0,Closed
ozone,1870,comment,771303816,non_debt,-,apache,17.0,Merged
carbondata,3142,comment,470833635,non_debt,-,apache,10.0,Closed
