project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
arrow,9358,comment,772311969,non_debt,-,apache,5.0,Closed
streams,47,review,14477763,non_debt,-,apache,16.0,Merged
spark,32011,review,604739239,non_debt,-,apache,0.0,Closed
flink,1069,summary,0,non_debt,-,apache,1509.0,Closed
beam,11957,comment,644318238,non_debt,-,apache,6.0,Merged
spark,9422,comment,153500624,non_debt,-,apache,0.0,Closed
hbase,1849,summary,0,non_debt,-,apache,0.0,Merged
incubator-pinot,3832,summary,0,non_debt,-,apache,0.0,Merged
beam,1981,comment,279164853,non_debt,-,apache,2.0,Closed
cloudstack,3500,comment,514738510,non_debt,-,apache,7.0,Merged
tomee,763,review,585708625,non_debt,-,apache,8.0,Merged
spark,895,review,13469626,non_debt,-,apache,14.0,Closed
flink,9977,review,338932359,test_debt,lack_of_tests,apache,2.0,Closed
spark,17746,comment,297098093,non_debt,-,apache,1.0,Closed
kafka,401,description,0,non_debt,-,apache,0.0,Closed
ignite,4639,review,215541102,non_debt,-,apache,13.0,Closed
kafka,8065,review,377929200,non_debt,-,apache,4.0,Merged
orc,380,summary,0,non_debt,-,apache,0.0,Closed
flink,15051,description,0,code_debt,low_quality_code,apache,10.0,Closed
beam,6142,review,207951355,non_debt,-,apache,2.0,Merged
arrow,6005,review,358343712,non_debt,-,apache,57.0,Closed
cloudstack,1611,comment,319500833,non_debt,-,apache,382.0,Closed
beam,5229,description,0,non_debt,-,apache,0.0,Merged
druid,3928,review,106563776,code_debt,low_quality_code,apache,38.0,Merged
camel,3381,comment,561470632,documentation_debt,low_quality_documentation,apache,0.0,Merged
incubator-mxnet,14295,comment,468806748,non_debt,-,apache,4.0,Merged
flink,11047,review,379996777,code_debt,low_quality_code,apache,11.0,Closed
flink,14955,review,578192965,non_debt,-,apache,0.0,Closed
daffodil,289,review,346101694,test_debt,low_coverage,apache,10.0,Merged
trafficserver,5524,description,0,non_debt,-,apache,0.0,Merged
trafficserver,1744,description,0,non_debt,-,apache,1.0,Merged
pulsar,9751,summary,0,design_debt,non-optimal_design,apache,0.0,Merged
flink,15200,review,603203743,non_debt,-,apache,93.0,Merged
airflow,143,description,0,non_debt,-,apache,0.0,Merged
carbondata,3663,comment,597691644,non_debt,-,apache,23.0,Closed
kafka,158,review,38986690,documentation_debt,outdated_documentation,apache,18.0,Closed
incubator-heron,1584,comment,265843582,non_debt,-,apache,9.0,Merged
