project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
carbondata,3774,comment,636062526,non_debt,-,apache,68.0,Closed
kafka,683,comment,167010840,design_debt,non-optimal_design,apache,22.0,Closed
trafficserver,3957,comment,404708724,non_debt,-,apache,1.0,Merged
ignite,8509,review,533248278,non_debt,-,apache,9.0,Merged
druid,10039,summary,0,non_debt,-,apache,0.0,Closed
ozone,1163,comment,657391415,non_debt,-,apache,8.0,Merged
zookeeper,953,comment,503348419,non_debt,-,apache,52.0,Closed
nifi-minifi-cpp,489,review,259901864,non_debt,-,apache,7.0,Closed
incubator-mxnet,14743,comment,485249309,non_debt,-,apache,6.0,Merged
airflow,13929,review,570530609,code_debt,low_quality_code,apache,51.0,Merged
thrift,602,comment,138420774,non_debt,-,apache,85.0,Closed
commons-lang,37,comment,62560062,non_debt,-,apache,104.0,Closed
cloudstack,4178,comment,650724813,non_debt,-,apache,192.0,Closed
samza,295,review,139497932,non_debt,-,apache,64.0,Closed
gobblin,1800,description,0,non_debt,-,apache,6.0,Merged
hadoop,787,review,282611587,non_debt,-,apache,33.0,Closed
spark,30138,review,511167105,non_debt,-,apache,3.0,Closed
hive,1470,comment,712424419,non_debt,-,apache,45.0,Merged
incubator-mxnet,16189,description,0,non_debt,-,apache,,Not Closed or Merged
pulsar,1903,comment,394860390,non_debt,-,apache,2.0,Merged
cloudstack,3251,comment,484031952,non_debt,-,apache,65.0,Merged
kafka,10310,description,0,non_debt,-,apache,0.0,Merged
hbase,214,review,281063865,non_debt,-,apache,4.0,Merged
carbondata,2984,description,0,non_debt,-,apache,15.0,Closed
arrow,2501,comment,473802642,non_debt,-,apache,273.0,Closed
spark,1226,summary,0,non_debt,-,apache,6.0,Closed
spark,1841,review,15979883,non_debt,-,apache,0.0,Closed
spark,17161,review,104306047,non_debt,-,apache,81.0,Closed
kafka,2193,review,91697384,non_debt,-,apache,12.0,Closed
spark,17403,comment,288903865,non_debt,-,apache,0.0,Closed
airflow,4328,review,242232376,non_debt,-,apache,268.0,Closed
cloudstack,4543,comment,748986444,non_debt,-,apache,71.0,Closed
spark,19888,review,154857148,non_debt,-,apache,0.0,Closed
kafka,2910,review,114688209,non_debt,-,apache,11.0,Closed
arrow,2770,description,0,non_debt,-,apache,33.0,Closed
shardingsphere,5701,summary,0,non_debt,-,apache,0.0,Merged
druid,5418,review,179293278,non_debt,-,apache,42.0,Merged
hawq,1349,review,177941676,non_debt,-,apache,6.0,Closed
pulsar,8988,review,549638842,non_debt,-,apache,12.0,Merged
fluo,560,review,40940395,non_debt,-,apache,0.0,Merged
trafficcontrol,3534,review,336146327,non_debt,-,apache,293.0,Merged
zookeeper,1085,description,0,non_debt,-,apache,64.0,Closed
superset,7770,comment,505962109,non_debt,-,apache,6.0,Merged
spark,9257,summary,0,non_debt,-,apache,9.0,Closed
samza,1455,review,553059922,non_debt,-,apache,1.0,Merged
spark,14536,summary,0,non_debt,-,apache,21.0,Closed
spark,9773,comment,157865029,test_debt,lack_of_tests,apache,2.0,Closed
flink,1617,review,52468108,non_debt,-,apache,258.0,Closed
fineract,726,comment,596234596,test_debt,flaky_test,apache,34.0,Closed
incubator-pinot,6640,review,586927835,non_debt,-,apache,4.0,Merged
incubator-brooklyn,272,review,19522974,non_debt,-,apache,9.0,Merged
spark,16099,review,165877094,non_debt,-,apache,247.0,Closed
spark,4588,review,25929407,non_debt,-,apache,44.0,Closed
spark,25416,review,333402192,non_debt,-,apache,157.0,Closed
hudi,1413,comment,599784095,non_debt,-,apache,0.0,Merged
spark,31438,description,0,non_debt,-,apache,0.0,Closed
airflow,6075,review,411690502,non_debt,-,apache,301.0,Merged
skywalking,4958,summary,0,non_debt,-,apache,4.0,Merged
incubator-heron,3132,summary,0,non_debt,-,apache,0.0,Merged
beam,7209,review,243750314,non_debt,-,apache,20.0,Merged
spark,14618,comment,240031951,non_debt,-,apache,86.0,Closed
beam,9840,comment,544768941,non_debt,-,apache,67.0,Closed
hbase,722,review,340411134,non_debt,-,apache,62.0,Closed
hudi,689,review,289992610,non_debt,-,apache,230.0,Merged
accumulo,321,comment,344053661,non_debt,-,apache,21.0,Merged
guacamole-client,349,review,268450052,non_debt,-,apache,88.0,Merged
flink,6815,review,224498635,non_debt,-,apache,11.0,Closed
kafka,5975,review,239094999,non_debt,-,apache,17.0,Merged
geode-native,288,review,185342808,code_debt,low_quality_code,apache,7.0,Merged
beam,10699,comment,579993273,non_debt,-,apache,6.0,Merged
spark,14671,comment,240376957,non_debt,-,apache,185.0,Closed
incubator-pagespeed-ngx,31,comment,10198698,non_debt,-,apache,18.0,Merged
druid,850,comment,63570527,non_debt,-,apache,12.0,Merged
tvm,6351,review,495270303,non_debt,-,apache,36.0,Merged
flink,13641,review,544440450,non_debt,-,apache,63.0,Closed
spark,29801,comment,694865687,non_debt,-,apache,0.0,Closed
nifi-minifi-cpp,211,review,153915241,non_debt,-,apache,1.0,Closed
superset,10043,review,439680610,non_debt,-,apache,4.0,Merged
spark,16270,review,92284372,non_debt,-,apache,0.0,Closed
samza,569,comment,405318148,non_debt,-,apache,11.0,Closed
airflow,10380,comment,677442785,non_debt,-,apache,6.0,Merged
druid,3226,review,70705800,non_debt,-,apache,441.0,Closed
spark,10152,review,46763785,documentation_debt,outdated_documentation,apache,79.0,Closed
karaf,1267,description,0,non_debt,-,apache,58.0,Merged
druid,8703,comment,545535774,non_debt,-,apache,91.0,Closed
airflow,2664,comment,334822478,non_debt,-,apache,1.0,Closed
flink,2795,comment,260432592,non_debt,-,apache,12.0,Closed
activemq-artemis,3073,review,418238684,non_debt,-,apache,37.0,Closed
tvm,6488,review,489127250,non_debt,-,apache,1.0,Merged
reef,885,comment,207136499,non_debt,-,apache,31.0,Closed
spark,22071,review,209714362,design_debt,non-optimal_design,apache,4.0,Closed
trafficserver,1893,summary,0,non_debt,-,apache,1.0,Merged
flink,8006,review,266768142,non_debt,-,apache,1.0,Closed
spark,21158,comment,385583092,non_debt,-,apache,23.0,Closed
arrow,7466,comment,645187978,non_debt,-,apache,6.0,Closed
lucene-solr,1802,comment,683374849,code_debt,low_quality_code,apache,3.0,Merged
incubator-mxnet,13993,review,253270291,non_debt,-,apache,10.0,Merged
incubator-mxnet,9420,description,0,non_debt,-,apache,8.0,Merged
ignite,3385,description,0,non_debt,-,apache,1.0,Closed
madlib,355,review,266705159,non_debt,-,apache,8.0,Merged
