project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
storm,103,review,12410447,non_debt,-,apache,33.0,Merged
airflow,5992,comment,568772499,non_debt,-,apache,52.0,Merged
flink,10502,review,359579267,non_debt,-,apache,29.0,Merged
spark,1527,comment,49731850,non_debt,-,apache,5.0,Closed
incubator-doris,4925,review,528201502,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,14.0,Merged
trafodion,491,comment,220518141,non_debt,-,apache,5.0,Merged
attic-apex-core,234,summary,0,non_debt,-,apache,6.0,Closed
ignite,5761,description,0,non_debt,-,apache,218.0,Closed
spark,29196,description,0,non_debt,-,apache,0.0,Closed
ignite,269,description,0,non_debt,-,apache,0.0,Closed
beam,13512,description,0,non_debt,-,apache,7.0,Merged
ozone,291,review,354282784,non_debt,-,apache,14.0,Merged
pulsar,6641,comment,606421366,non_debt,-,apache,0.0,Merged
trafficserver,834,review,78213185,code_debt,low_quality_code,apache,62.0,Closed
nifi,1553,review,103938291,documentation_debt,low_quality_documentation,apache,1484.0,Closed
incubator-pinot,3633,review,245437779,non_debt,-,apache,4.0,Merged
arrow,1529,summary,0,non_debt,-,apache,5.0,Closed
incubator-pinot,889,description,0,non_debt,-,apache,0.0,Merged
drill,400,review,54976762,non_debt,-,apache,4.0,Merged
trafficcontrol,5164,summary,0,non_debt,-,apache,2.0,Merged
beam,1605,description,0,non_debt,-,apache,0.0,Merged
calcite,2230,comment,719449510,non_debt,-,apache,5.0,Closed
activemq-artemis,1616,review,147312753,non_debt,-,apache,0.0,Closed
echarts,11373,review,336850823,non_debt,-,apache,12.0,Merged
incubator-pinot,328,review,72877354,non_debt,-,apache,0.0,Merged
kafka,1554,comment,228579044,non_debt,-,apache,3.0,Closed
gobblin,172,comment,112519781,non_debt,-,apache,4.0,Merged
spark,13729,summary,0,code_debt,complex_code,apache,0.0,Closed
druid,3664,review,93462551,non_debt,-,apache,57.0,Merged
beam,2001,comment,279578805,non_debt,-,apache,0.0,Closed
beam,12828,comment,691328440,non_debt,-,apache,0.0,Merged
kafka,386,review,43579299,documentation_debt,low_quality_documentation,apache,4.0,Closed
jmeter,377,comment,367459103,non_debt,-,apache,0.0,Closed
activemq-artemis,1322,description,0,non_debt,-,apache,0.0,Closed
arrow,3961,review,266555498,non_debt,-,apache,0.0,Closed
kafka,1782,comment,242832005,non_debt,-,apache,2.0,Closed
drill,299,comment,394010292,non_debt,-,apache,899.0,Closed
carbondata,1974,comment,365145726,non_debt,-,apache,0.0,Closed
spark,25626,review,320095359,code_debt,low_quality_code,apache,24.0,Closed
zookeeper,1257,comment,593204387,design_debt,non-optimal_design,apache,768.0,Closed
kafka,8310,comment,600793844,non_debt,-,apache,0.0,Merged
trafodion,1361,comment,355272318,non_debt,-,apache,6.0,Merged
commons-lang,145,summary,0,non_debt,-,apache,0.0,Closed
trafficserver,411,summary,0,non_debt,-,apache,1.0,Closed
spark,15009,review,84790527,code_debt,complex_code,apache,383.0,Closed
pulsar,7421,review,449485668,non_debt,-,apache,5.0,Merged
spark,10515,comment,168564909,non_debt,-,apache,5.0,Closed
flink,9984,review,354191588,non_debt,-,apache,44.0,Merged
zeppelin,27,comment,115711290,non_debt,-,apache,5.0,Closed
flink,1537,comment,174521693,non_debt,-,apache,3.0,Closed
beam,3290,comment,306143926,non_debt,-,apache,1.0,Closed
spark,8467,review,38010586,non_debt,-,apache,0.0,Closed
attic-apex-malhar,330,review,72194687,non_debt,-,apache,49.0,Merged
spark,14362,review,72187942,non_debt,-,apache,0.0,Closed
skywalking,5413,review,479768165,non_debt,-,apache,0.0,Merged
kafka,3652,comment,321495817,non_debt,-,apache,0.0,Closed
trafficserver,7281,description,0,non_debt,-,apache,126.0,Merged
spark,25811,review,324969028,code_debt,low_quality_code,apache,131.0,Closed
calcite,1995,review,436380164,non_debt,-,apache,8.0,Closed
pulsar,2259,comment,409360529,non_debt,-,apache,5.0,Merged
incubator-mxnet,13832,comment,455167506,non_debt,-,apache,6.0,Merged
cloudstack,2578,review,225156473,code_debt,low_quality_code,apache,285.0,Closed
myfaces-tobago,2,comment,369352423,non_debt,-,apache,0.0,Merged
arrow,1012,comment,327039669,non_debt,-,apache,161.0,Closed
kafka,3197,comment,305633218,non_debt,-,apache,0.0,Closed
activemq-artemis,134,summary,0,non_debt,-,apache,0.0,Merged
trafficcontrol,4518,review,419527713,non_debt,-,apache,145.0,Merged
spark,13286,review,64966890,non_debt,-,apache,6.0,Closed
beam,9422,review,317321495,non_debt,-,apache,68.0,Closed
trafodion,1229,review,138769506,non_debt,-,apache,17.0,Merged
tajo,308,comment,67804082,code_debt,low_quality_code,apache,8.0,Closed
incubator-pagespeed-ngx,905,review,24528057,non_debt,-,apache,12.0,Closed
nifi,3547,review,302243043,non_debt,-,apache,16.0,Closed
spark,23721,comment,460687703,non_debt,-,apache,485.0,Closed
spark,28909,comment,648623581,non_debt,-,apache,0.0,Closed
spark,27366,comment,579209583,non_debt,-,apache,171.0,Closed
hudi,1687,review,434265606,non_debt,-,apache,27.0,Merged
couchdb,302,comment,78156477,non_debt,-,apache,132.0,Merged
cloudstack,1703,comment,254682050,non_debt,-,apache,13.0,Closed
incubator-pinot,5940,description,0,non_debt,-,apache,0.0,Merged
spark,24374,review,290419898,non_debt,-,apache,50.0,Closed
beam,12881,review,494688827,non_debt,-,apache,15.0,Merged
flink,12260,review,429716465,documentation_debt,low_quality_documentation,apache,6.0,Merged
airflow,10956,review,498315428,non_debt,-,apache,24.0,Merged
airflow,12867,description,0,non_debt,-,apache,0.0,Merged
spark,10904,comment,178286446,non_debt,-,apache,7.0,Closed
iceberg,2159,summary,0,non_debt,-,apache,8.0,Closed
airflow,6809,comment,565637153,non_debt,-,apache,1.0,Merged
trafficserver,517,comment,193159857,non_debt,-,apache,0.0,Closed
trafficserver,7138,summary,0,code_debt,dead_code,apache,1.0,Merged
spark,25029,review,300846882,non_debt,-,apache,10.0,Closed
beam,2100,comment,282376576,non_debt,-,apache,0.0,Closed
incubator-pinot,2794,description,0,non_debt,-,apache,126.0,Closed
nifi-minifi-cpp,821,review,454397770,non_debt,-,apache,23.0,Closed
spark,23185,comment,443106579,non_debt,-,apache,0.0,Closed
cloudstack,4141,comment,664217085,non_debt,-,apache,558.0,Closed
couchdb,3347,review,566349531,non_debt,-,apache,6.0,Merged
storm,250,comment,63528271,non_debt,-,apache,549.0,Closed
zeppelin,3498,comment,549233652,non_debt,-,apache,,Not Closed or Merged
spark,13057,comment,219532924,non_debt,-,apache,9.0,Closed
