project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
incubator-mxnet,12200,review,210763553,non_debt,-,apache,5.0,Merged
openwhisk,4790,review,585116849,non_debt,-,apache,,Not Closed or Merged
spark,1199,comment,47058601,non_debt,-,apache,0.0,Closed
cloudstack,4215,comment,806032946,non_debt,-,apache,439.0,Merged
hive,1095,review,443062664,non_debt,-,apache,42.0,Closed
druid,2015,comment,162950067,non_debt,-,apache,12.0,Merged
flink,4146,review,124569928,non_debt,-,apache,14.0,Closed
parquet-mr,289,summary,0,non_debt,-,apache,17.0,Closed
daffodil,332,review,389894439,non_debt,-,apache,16.0,Merged
beam,4136,review,153940130,non_debt,-,apache,48.0,Merged
kafka,5451,review,207679076,non_debt,-,apache,12.0,Merged
spark,3198,summary,0,non_debt,-,apache,0.0,Closed
skywalking,3369,comment,526433732,non_debt,-,apache,3.0,Closed
spark,29437,comment,674582324,non_debt,-,apache,4.0,Closed
flink,1067,comment,135612599,non_debt,-,apache,6.0,Closed
spark,228,comment,39641216,design_debt,non-optimal_design,apache,183.0,Closed
kafka,3278,review,121205276,non_debt,-,apache,11.0,Closed
pulsar,7200,summary,0,non_debt,-,apache,0.0,Merged
incubator-doris,3677,review,438517645,non_debt,-,apache,53.0,Merged
airflow,12096,review,517611582,code_debt,slow_algorithm,apache,67.0,Merged
airflow,7170,review,368826713,non_debt,-,apache,58.0,Closed
iceberg,1669,comment,718305151,code_debt,slow_algorithm,apache,,Not Closed or Merged
spark,4214,review,25109930,documentation_debt,low_quality_documentation,apache,30.0,Closed
trafodion,696,comment,246499551,non_debt,-,apache,6.0,Merged
tinkerpop,119,comment,150828153,non_debt,-,apache,1.0,Merged
cassandra,447,description,0,non_debt,-,apache,759.0,Closed
airflow,7075,comment,571462616,non_debt,-,apache,54.0,Closed
nifi,2616,description,0,non_debt,-,apache,46.0,Closed
flink,13595,comment,719467007,test_debt,low_coverage,apache,22.0,Closed
beam,13296,comment,725072875,non_debt,-,apache,0.0,Closed
spark,15539,review,83991606,non_debt,-,apache,3.0,Closed
spark,6210,comment,102585249,non_debt,-,apache,0.0,Closed
camel-website,18,comment,465485591,non_debt,-,apache,0.0,Merged
cloudstack,1479,summary,0,non_debt,-,apache,4.0,Merged
spark,28370,comment,628792196,code_debt,low_quality_code,apache,21.0,Closed
beam,7710,comment,459934045,non_debt,-,apache,2.0,Merged
tvm,3491,comment,508968067,non_debt,-,apache,3.0,Merged
samza,606,review,215474507,non_debt,-,apache,24.0,Closed
cloudstack,4815,comment,802544883,non_debt,-,apache,4.0,Merged
beam,1464,review,91220228,non_debt,-,apache,370.0,Closed
incubator-doris,5219,review,559096882,code_debt,low_quality_code,apache,11.0,Merged
kafka,6236,summary,0,non_debt,-,apache,5.0,Closed
brooklyn-server,672,review,115984092,non_debt,-,apache,28.0,Merged
hudi,417,review,202487963,non_debt,-,apache,8.0,Merged
incubator-mxnet,5419,review,106336023,non_debt,-,apache,0.0,Merged
reef,531,description,0,non_debt,-,apache,0.0,Closed
superset,8814,description,0,non_debt,-,apache,1.0,Merged
spark,24762,review,289522137,non_debt,-,apache,1.0,Closed
tvm,4251,summary,0,documentation_debt,low_quality_documentation,apache,0.0,Merged
openwhisk,2877,comment,344737281,non_debt,-,apache,27.0,Merged
guacamole-client,280,review,188524055,non_debt,-,apache,17.0,Merged
incubator-pinot,1238,description,0,non_debt,-,apache,0.0,Merged
kafka,5221,comment,399157359,code_debt,slow_algorithm,apache,61.0,Closed
arrow,7233,description,0,non_debt,-,apache,22.0,Closed
spark,18223,comment,306912908,non_debt,-,apache,1.0,Closed
incubator-mxnet,14350,description,0,non_debt,-,apache,29.0,Closed
iceberg,1213,review,460611333,non_debt,-,apache,15.0,Merged
hive,1756,review,550923905,non_debt,-,apache,30.0,Merged
incubator-mxnet,13889,summary,0,non_debt,-,apache,0.0,Merged
spark,15363,comment,285187051,non_debt,-,apache,165.0,Closed
arrow,2536,review,216379398,non_debt,-,apache,3.0,Closed
hbase,2726,description,0,non_debt,-,apache,8.0,Merged
trafficserver,1864,comment,300671004,non_debt,-,apache,0.0,Merged
cloudstack,1716,summary,0,non_debt,-,apache,228.0,Merged
apisix-dashboard,1128,description,0,non_debt,-,apache,17.0,Merged
beam,7133,comment,442169281,non_debt,-,apache,0.0,Merged
flink,9558,review,319847769,non_debt,-,apache,6.0,Merged
tajo,1041,review,75109669,non_debt,-,apache,31.0,Closed
pulsar,460,comment,307470264,non_debt,-,apache,1.0,Merged
incubator-mxnet,6144,summary,0,non_debt,-,apache,0.0,Merged
kafka,6012,comment,456244123,non_debt,-,apache,47.0,Merged
kafka,1672,comment,245139145,non_debt,-,apache,40.0,Closed
hadoop,1041,comment,507326715,non_debt,-,apache,424.0,Closed
spark,18014,description,0,non_debt,-,apache,163.0,Closed
spark,26980,review,360782760,non_debt,-,apache,7.0,Closed
camel,2908,comment,491535472,non_debt,-,apache,0.0,Closed
druid,1076,comment,72532858,non_debt,-,apache,3.0,Merged
tvm,4657,comment,572378913,non_debt,-,apache,2.0,Merged
spark,7298,comment,119747662,non_debt,-,apache,0.0,Closed
nifi,1279,comment,263946052,non_debt,-,apache,1.0,Closed
spark,30214,summary,0,non_debt,-,apache,0.0,Closed
spark,29566,comment,682280358,non_debt,-,apache,1.0,Closed
airflow,8974,review,436378446,non_debt,-,apache,27.0,Merged
airflow,8962,review,441010609,non_debt,-,apache,33.0,Merged
spark,26656,review,350726522,non_debt,-,apache,31.0,Closed
spark,11152,review,52630690,non_debt,-,apache,73.0,Closed
flink,10399,review,353576967,non_debt,-,apache,3.0,Closed
kafka,616,comment,167126036,non_debt,-,apache,35.0,Closed
spark,7509,comment,122723571,non_debt,-,apache,1.0,Closed
spark,22421,review,217792214,non_debt,-,apache,0.0,Closed
trafficcontrol,4959,review,470844261,code_debt,low_quality_code,apache,4.0,Merged
hudi,1727,review,438953612,non_debt,-,apache,35.0,Closed
kylin,1237,comment,635086959,non_debt,-,apache,7.0,Merged
spark,1222,comment,58242932,non_debt,-,apache,177.0,Closed
lucene-solr,1157,comment,573680544,non_debt,-,apache,5.0,Merged
accumulo,25,comment,91049205,non_debt,-,apache,17.0,Closed
superset,4620,comment,373494350,non_debt,-,apache,0.0,Merged
skywalking,191,review,115411237,non_debt,-,apache,4.0,Merged
kafka,151,review,38279239,non_debt,-,apache,14.0,Closed
spark,14914,review,77128029,non_debt,-,apache,6.0,Closed
