project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
beam,7737,review,266999874,non_debt,-,apache,64.0,Closed
arrow,415,description,0,non_debt,-,apache,0.0,Closed
flink,10999,review,376764141,non_debt,-,apache,7.0,Merged
spark,30224,description,0,non_debt,-,apache,2.0,Closed
cloudstack,3166,comment,496197734,non_debt,-,apache,292.0,Closed
helix,43,description,0,non_debt,-,apache,1284.0,Closed
dubbo,4137,description,0,non_debt,-,apache,0.0,Merged
carbondata,3330,comment,520767310,non_debt,-,apache,67.0,Closed
hive,506,review,241291108,non_debt,-,apache,552.0,Closed
flink,12611,review,438868568,non_debt,-,apache,0.0,Closed
kafka,5885,review,236424422,code_debt,low_quality_code,apache,21.0,Merged
pulsar,344,review,110961234,non_debt,-,apache,1.0,Merged
spark,13805,comment,227563624,non_debt,-,apache,0.0,Closed
helix,1043,review,433522629,non_debt,-,apache,23.0,Merged
cassandra,500,description,0,non_debt,-,apache,,Not Closed or Merged
kafka,2317,comment,270655221,non_debt,-,apache,145.0,Closed
cloudstack,1092,summary,0,non_debt,-,apache,8.0,Merged
cloudstack,3215,comment,478916160,non_debt,-,apache,85.0,Merged
flink,12900,review,454415036,code_debt,complex_code,apache,7.0,Merged
openwhisk,1063,comment,243067533,code_debt,dead_code,apache,14.0,Closed
spark,14482,review,73472950,non_debt,-,apache,1.0,Closed
spark,31107,review,560355418,non_debt,-,apache,10.0,Closed
helix,24,summary,0,non_debt,-,apache,0.0,Merged
flink,4143,review,123715389,documentation_debt,low_quality_documentation,apache,7.0,Closed
openwhisk,3453,review,176278384,non_debt,-,apache,89.0,Merged
airflow,12094,review,517592396,non_debt,-,apache,0.0,Merged
spark,7181,review,33755269,code_debt,complex_code,apache,0.0,Closed
kafka,764,review,50764320,design_debt,non-optimal_design,apache,37.0,Closed
airflow,7391,comment,590026357,non_debt,-,apache,14.0,Merged
spark,10600,review,50745215,non_debt,-,apache,55.0,Closed
spark,23476,review,245567612,non_debt,-,apache,0.0,Closed
trafficserver,7023,review,508026325,non_debt,-,apache,208.0,Closed
kafka,3010,comment,300553861,non_debt,-,apache,0.0,Closed
drill,1361,comment,404663922,non_debt,-,apache,9.0,Closed
carbondata,2479,comment,407090883,non_debt,-,apache,13.0,Closed
geode-native,133,description,0,non_debt,-,apache,0.0,Merged
spark,2516,review,18909253,non_debt,-,apache,77.0,Closed
beam,8417,summary,0,non_debt,-,apache,0.0,Closed
hive,7,summary,0,non_debt,-,apache,1735.0,Closed
spark,2215,comment,54260952,non_debt,-,apache,4.0,Closed
carbondata,987,comment,306424343,non_debt,-,apache,11.0,Closed
camel-website,167,summary,0,non_debt,-,apache,0.0,Closed
skywalking,5128,description,0,non_debt,-,apache,0.0,Merged
arrow,3022,comment,442088978,non_debt,-,apache,4.0,Closed
incubator-pinot,2228,review,158572949,code_debt,low_quality_code,apache,9.0,Merged
airflow,3090,comment,370109428,code_debt,dead_code,apache,1.0,Closed
spark,19943,review,160133388,non_debt,-,apache,28.0,Closed
cloudstack,15,comment,54590261,non_debt,-,apache,1.0,Closed
hudi,1115,comment,567470696,test_debt,low_coverage,apache,229.0,Closed
arrow,7240,review,428676385,non_debt,-,apache,17.0,Closed
trafficserver,5380,summary,0,documentation_debt,low_quality_documentation,apache,3.0,Merged
zookeeper,1614,comment,785912733,test_debt,flaky_test,apache,1.0,Closed
carbondata,3770,review,434409645,non_debt,-,apache,63.0,Closed
zookeeper,567,comment,405419213,documentation_debt,low_quality_documentation,apache,122.0,Closed
hadoop,714,review,278759705,non_debt,-,apache,42.0,Merged
cloudstack,4220,review,459883908,non_debt,-,apache,13.0,Merged
carbondata,3538,comment,577157879,non_debt,-,apache,49.0,Closed
beam,12645,review,486156062,documentation_debt,outdated_documentation,apache,34.0,Closed
lucene-solr,104,review,85476962,non_debt,-,apache,110.0,Merged
carbondata,3485,comment,559325045,non_debt,-,apache,6.0,Closed
kafka,8218,review,389053599,non_debt,-,apache,15.0,Merged
jena,281,comment,333477316,non_debt,-,apache,0.0,Merged
geode,5716,summary,0,non_debt,-,apache,0.0,Closed
tvm,5144,review,397530214,code_debt,low_quality_code,apache,51.0,Merged
cloudstack,4789,comment,809525122,non_debt,-,apache,21.0,Merged
gobblin,2075,description,0,non_debt,-,apache,254.0,Closed
kafka,6500,description,0,non_debt,-,apache,4.0,Merged
carbondata,1127,description,0,non_debt,-,apache,1.0,Closed
superset,10562,review,468025755,non_debt,-,apache,4.0,Merged
spark,31977,comment,808681080,non_debt,-,apache,0.0,Closed
incubator-mxnet,17882,review,411752033,non_debt,-,apache,101.0,Merged
kafka,5397,comment,406524827,non_debt,-,apache,0.0,Merged
spark,5537,description,0,non_debt,-,apache,4.0,Closed
beam,9807,description,0,non_debt,-,apache,7.0,Merged
beam,4990,review,178641522,non_debt,-,apache,6.0,Closed
spark,20303,review,249798529,documentation_debt,outdated_documentation,apache,537.0,Closed
dubbo,5018,description,0,non_debt,-,apache,0.0,Merged
hudi,673,review,291836975,non_debt,-,apache,112.0,Closed
storm,190,comment,51485317,non_debt,-,apache,26.0,Merged
beam,13591,review,564053596,non_debt,-,apache,35.0,Merged
spark,12836,comment,216750713,code_debt,complex_code,apache,44.0,Closed
incubator-dolphinscheduler,2143,summary,0,non_debt,-,apache,1.0,Merged
carbondata,1076,description,0,non_debt,-,apache,5.0,Closed
spark,23257,comment,445491601,non_debt,-,apache,34.0,Closed
trafficserver,6730,comment,622372182,non_debt,-,apache,11.0,Merged
tajo,470,comment,94593765,non_debt,-,apache,42.0,Closed
spark,25823,review,330702021,code_debt,low_quality_code,apache,27.0,Closed
spark,8780,comment,145693030,non_debt,-,apache,49.0,Closed
accumulo,242,comment,303775064,non_debt,-,apache,92.0,Closed
cloudstack,3965,description,0,non_debt,-,apache,87.0,Merged
flink,14734,review,569501903,code_debt,low_quality_code,apache,13.0,Closed
spark,610,review,12292824,code_debt,low_quality_code,apache,4.0,Closed
attic-apex-core,272,description,0,non_debt,-,apache,0.0,Merged
beam,9073,comment,512241257,non_debt,-,apache,1.0,Merged
drill,1397,review,210773341,non_debt,-,apache,33.0,Closed
beam,13635,comment,753642255,non_debt,-,apache,19.0,Merged
ambari,161,comment,359318955,non_debt,-,apache,0.0,Merged
iceberg,1185,review,475330648,non_debt,-,apache,50.0,Merged
hive,550,review,343202348,code_debt,low_quality_code,apache,266.0,Closed
trafficserver,1912,comment,301616781,non_debt,-,apache,0.0,Merged
