project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
calcite,859,review,219699380,non_debt,-,apache,1.0,Closed
trafficcontrol,2246,comment,389553758,non_debt,-,apache,14.0,Merged
incubator-brooklyn,475,comment,71678232,non_debt,-,apache,12.0,Merged
spark,25706,comment,531537457,non_debt,-,apache,5.0,Closed
spark,30621,comment,739511784,non_debt,-,apache,0.0,Closed
pulsar,4120,review,278435859,non_debt,-,apache,1.0,Merged
beam,8169,description,0,non_debt,-,apache,0.0,Merged
tinkerpop,406,summary,0,non_debt,-,apache,3.0,Merged
nifi,3260,summary,0,test_debt,flaky_test,apache,0.0,Merged
hive,785,comment,535053319,non_debt,-,apache,1.0,Closed
dubbo,1906,description,0,test_debt,low_coverage,apache,2.0,Merged
zeppelin,118,comment,114974261,non_debt,-,apache,11.0,Closed
druid,4217,description,0,non_debt,-,apache,26.0,Merged
ozone,1635,comment,757432381,non_debt,-,apache,40.0,Merged
airflow,5010,review,272785021,documentation_debt,outdated_documentation,apache,242.0,Closed
kafka,6517,comment,484309340,code_debt,low_quality_code,apache,,Not Closed or Merged
spark,28028,comment,604186979,non_debt,-,apache,0.0,Closed
geode,1086,review,152657597,non_debt,-,apache,7.0,Merged
spark,26973,review,365779363,non_debt,-,apache,26.0,Closed
hudi,2328,review,548085273,non_debt,-,apache,14.0,Merged
spark,7348,review,34648784,non_debt,-,apache,4.0,Closed
flink,9795,comment,536207542,non_debt,-,apache,1.0,Merged
guacamole-client,168,comment,311453669,non_debt,-,apache,1.0,Merged
dubbo,1327,comment,362996179,non_debt,-,apache,0.0,Closed
incubator-pinot,4774,review,345466343,non_debt,-,apache,48.0,Merged
hudi,1678,review,439871892,non_debt,-,apache,70.0,Closed
incubator-pinot,4664,review,330708381,non_debt,-,apache,1.0,Merged
flink,2916,review,90420632,non_debt,-,apache,53.0,Closed
thrift,2241,review,495058967,non_debt,-,apache,10.0,Closed
druid,4550,review,143922833,non_debt,-,apache,88.0,Merged
flink,9689,comment,539299262,non_debt,-,apache,82.0,Closed
openwhisk,4531,comment,507185550,non_debt,-,apache,1.0,Merged
beam,1849,comment,275319429,non_debt,-,apache,0.0,Merged
carbondata,3045,comment,451909156,non_debt,-,apache,5.0,Closed
flink,1153,review,41024851,non_debt,-,apache,29.0,Closed
lucene-solr,1251,review,377712392,non_debt,-,apache,0.0,Merged
camel,2387,comment,400360563,non_debt,-,apache,8.0,Closed
spark,7402,review,34640556,non_debt,-,apache,1.0,Closed
ozone,1573,description,0,non_debt,-,apache,5.0,Closed
nifi,3110,review,228428297,non_debt,-,apache,12.0,Closed
hbase,2584,review,515768061,non_debt,-,apache,47.0,Closed
storm,2433,review,152703836,non_debt,-,apache,126.0,Merged
ignite,3921,description,0,non_debt,-,apache,276.0,Closed
spark,21535,comment,411371364,non_debt,-,apache,57.0,Closed
netbeans,2359,review,486307632,non_debt,-,apache,12.0,Merged
spark,12790,review,75229100,non_debt,-,apache,112.0,Closed
cloudstack,1139,summary,0,non_debt,-,apache,1.0,Merged
tvm,5483,review,418378401,non_debt,-,apache,9.0,Merged
myfaces-tobago,334,description,0,non_debt,-,apache,0.0,Merged
flink,10633,summary,0,non_debt,-,apache,0.0,Merged
attic-apex-core,512,comment,294055210,non_debt,-,apache,0.0,Merged
camel,594,description,0,non_debt,-,apache,0.0,Closed
zeppelin,3883,summary,0,non_debt,-,apache,0.0,Closed
kafka,1753,review,78307057,non_debt,-,apache,31.0,Closed
reef,300,comment,122118613,non_debt,-,apache,0.0,Closed
spark,27770,review,386955069,non_debt,-,apache,2.0,Closed
avro,60,description,0,non_debt,-,apache,69.0,Closed
ignite,8568,review,547207662,non_debt,-,apache,12.0,Merged
airflow,5178,comment,486870974,non_debt,-,apache,1.0,Merged
airflow,13461,comment,756467767,non_debt,-,apache,16.0,Merged
zeppelin,2495,review,130212409,non_debt,-,apache,33.0,Closed
thrift,1223,description,0,non_debt,-,apache,1.0,Closed
incubator-mxnet,14145,summary,0,non_debt,-,apache,1.0,Merged
kafka,9007,summary,0,non_debt,-,apache,19.0,Merged
trafodion,704,comment,247092715,non_debt,-,apache,6.0,Merged
camel,2088,summary,0,non_debt,-,apache,3.0,Closed
hive,663,review,291371794,non_debt,-,apache,1.0,Closed
spark,26750,description,0,non_debt,-,apache,68.0,Closed
spark,17090,comment,282962487,non_debt,-,apache,6.0,Closed
gobblin,1066,review,71230879,non_debt,-,apache,32.0,Merged
tvm,325,comment,322545894,non_debt,-,apache,0.0,Merged
spark,29810,comment,695416683,non_debt,-,apache,411.0,Closed
flink,2063,comment,224066428,non_debt,-,apache,8.0,Closed
spark,25002,review,299768415,non_debt,-,apache,47.0,Closed
iceberg,2163,comment,770747783,non_debt,-,apache,8.0,Merged
incubator-brooklyn,820,comment,132144643,non_debt,-,apache,4.0,Merged
incubator-brooklyn,272,review,19438455,non_debt,-,apache,9.0,Merged
flink,7306,summary,0,non_debt,-,apache,4.0,Merged
flink,145,comment,58411645,non_debt,-,apache,0.0,Merged
superset,3222,summary,0,non_debt,-,apache,0.0,Merged
trafodion,845,comment,262056810,non_debt,-,apache,6.0,Merged
jena,568,comment,497097832,non_debt,-,apache,30.0,Merged
hbase,1726,comment,629892413,non_debt,-,apache,5.0,Closed
spark,19793,review,153080692,non_debt,-,apache,21.0,Closed
druid,279,comment,27363341,non_debt,-,apache,3.0,Closed
geode,5064,description,0,non_debt,-,apache,1.0,Closed
helix,219,summary,0,non_debt,-,apache,0.0,Merged
druid,4815,review,146068538,test_debt,lack_of_tests,apache,62.0,Merged
geode,1855,description,0,non_debt,-,apache,0.0,Closed
pulsar,9215,comment,761581957,non_debt,-,apache,10.0,Merged
calcite,2110,comment,675242513,non_debt,-,apache,401.0,Closed
nifi-minifi-cpp,62,comment,285357651,non_debt,-,apache,7.0,Closed
cloudstack,3306,comment,490885118,non_debt,-,apache,63.0,Merged
nifi,3843,review,363330803,non_debt,-,apache,564.0,Closed
pulsar,9520,comment,774674468,non_debt,-,apache,0.0,Merged
spark,20025,comment,359982527,non_debt,-,apache,35.0,Closed
ignite,1909,description,0,non_debt,-,apache,0.0,Closed
spark,5992,description,0,non_debt,-,apache,58.0,Closed
commons-lang,625,description,0,non_debt,-,apache,13.0,Merged
spark,3157,comment,67773705,non_debt,-,apache,47.0,Closed
