project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
netbeans,2606,summary,0,non_debt,-,apache,50,Merged
samza,1035,description,0,non_debt,-,apache,0,Merged
flink,3535,comment,287728689,non_debt,-,apache,6,Closed
ignite,2732,summary,0,non_debt,-,apache,24,Closed
incubator-mxnet,3781,comment,260116824,design_debt,non-optimal_design,apache,3,Merged
incubator-mxnet,4405,description,0,non_debt,-,apache,0,Merged
flink,8859,review,350512524,non_debt,-,apache,160,Closed
spark,30072,comment,710745499,non_debt,-,apache,0,Closed
tvm,2292,review,241858156,code_debt,low_quality_code,apache,50,Merged
airflow,13209,comment,792993349,non_debt,-,apache,79,Merged
carbondata,3485,comment,560424246,non_debt,-,apache,6,Closed
nifi,1564,review,104316845,non_debt,-,apache,1481,Closed
gobblin,2729,review,322481788,non_debt,-,apache,7,Closed
storm,1692,summary,0,non_debt,-,apache,8,Merged
cloudstack,2071,review,114259061,non_debt,-,apache,4,Merged
madlib,257,comment,381447654,non_debt,-,apache,10,Closed
cxf,524,comment,474016221,non_debt,-,apache,0,Closed
spark,7940,review,36339415,non_debt,-,apache,1,Closed
trafodion,1578,comment,391783684,non_debt,-,apache,242,Merged
flink,10358,comment,561655258,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,8,Merged
kafka,6177,comment,481373001,non_debt,-,apache,96,Merged
avro,910,review,437448312,non_debt,-,apache,584,Closed
spark,28702,review,436319781,non_debt,-,apache,0,Closed
kafka,5787,review,224774703,non_debt,-,apache,4,Merged
spark,3579,description,0,non_debt,-,apache,0,Closed
fineract,1050,review,439726409,non_debt,-,apache,0,Merged
arrow,5078,description,0,non_debt,-,apache,0,Closed
flink,5516,comment,369528309,non_debt,-,apache,148,Closed
cloudstack,1403,review,63082200,non_debt,-,apache,103,Merged
flink,12556,review,438019081,non_debt,-,apache,3,Closed
beam,5921,comment,404040988,non_debt,-,apache,0,Merged
calcite,32,summary,0,non_debt,-,apache,22,Closed
arrow,1115,summary,0,non_debt,-,apache,0,Closed
arrow,5508,comment,535832777,code_debt,slow_algorithm,apache,48,Closed
zookeeper,975,summary,0,non_debt,-,apache,30,Closed
hadoop,1179,summary,0,non_debt,-,apache,5,Merged
spark,4015,comment,95799659,non_debt,-,apache,107,Closed
calcite,719,description,0,non_debt,-,apache,8,Closed
beam,7811,comment,462484659,non_debt,-,apache,0,Merged
carbondata,1417,comment,337614957,non_debt,-,apache,15,Closed
arrow,8757,comment,733751240,non_debt,-,apache,308,Closed
spark,21142,comment,384182237,non_debt,-,apache,1,Closed
streams,133,comment,63707989,non_debt,-,apache,1,Merged
zeppelin,2921,comment,380782977,non_debt,-,apache,0,Closed
arrow,4322,comment,493617041,code_debt,low_quality_code,apache,9,Closed
fineract,1295,summary,0,non_debt,-,apache,0,Merged
incubator-pinot,1192,summary,0,non_debt,-,apache,9,Merged
spark,3518,comment,70188737,non_debt,-,apache,54,Closed
spark,25900,summary,0,non_debt,-,apache,0,Closed
spark,16249,comment,272744836,non_debt,-,apache,36,Closed
nifi-minifi-cpp,975,review,589557792,non_debt,-,apache,62,Closed
gobblin,1106,review,70877402,code_debt,low_quality_code,apache,2,Merged
spark,17255,comment,285846909,non_debt,-,apache,3,Closed
trafficserver,679,comment,222863351,non_debt,-,apache,2,Closed
spark,29387,review,474256467,non_debt,-,apache,18,Closed
beam,1541,comment,265595532,non_debt,-,apache,5,Merged
nifi,1800,comment,303611024,design_debt,non-optimal_design,apache,1410,Closed
spark,17117,review,104165225,non_debt,-,apache,132,Closed
tvm,5167,comment,606314013,non_debt,-,apache,196,Closed
spark,20621,review,168924965,non_debt,-,apache,4,Closed
ignite,7813,review,427219960,non_debt,-,apache,169,Closed
trafficserver,1732,comment,297137226,non_debt,-,apache,42,Merged
beam,8164,comment,483442080,non_debt,-,apache,27,Closed
hbase,465,summary,0,non_debt,-,apache,0,Merged
activemq-artemis,3048,review,397651002,non_debt,-,apache,0,Closed
arrow,5011,review,312339810,non_debt,-,apache,4,Closed
carbondata,791,comment,295166284,non_debt,-,apache,215,Closed
netbeans,1312,review,322004752,non_debt,-,apache,82,Merged
incubator-pinot,2371,summary,0,non_debt,-,apache,0,Merged
trafficcontrol,1613,summary,0,non_debt,-,apache,3,Merged
flink,8438,review,287425587,test_debt,expensive_tests,apache,11,Closed
tinkerpop,308,description,0,non_debt,-,apache,5,Merged
incubator-mxnet,5703,description,0,non_debt,-,apache,6,Merged
orc,635,review,577084460,non_debt,-,apache,56,Closed
hudi,2374,review,550972066,non_debt,-,apache,82,Merged
incubator-mxnet,9397,review,161283590,non_debt,-,apache,8,Merged
kafka,1215,comment,240870837,non_debt,-,apache,129,Closed
ignite,5635,review,241036804,design_debt,non-optimal_design,apache,3,Closed
incubator-doris,5522,summary,0,non_debt,-,apache,6,Merged
phoenix,1096,review,563519743,non_debt,-,apache,9,Closed
drill,1864,review,329997181,non_debt,-,apache,32,Merged
spark,22847,review,228600757,design_debt,non-optimal_design,apache,10,Closed
spark,15053,comment,246267263,non_debt,-,apache,158,Closed
samza,91,review,107049828,non_debt,-,apache,12,Closed
druid,2179,review,48675138,non_debt,-,apache,2,Merged
airflow,4787,review,261342578,non_debt,-,apache,273,Closed
spark,30204,review,516533952,code_debt,low_quality_code,apache,14,Closed
qpid-dispatch,1097,review,608990009,code_debt,low_quality_code,apache,11,Closed
dubbo,5160,summary,0,non_debt,-,apache,0,Merged
spark,18519,review,132740552,non_debt,-,apache,44,Closed
spark,22469,comment,422816846,non_debt,-,apache,0,Closed
lucene-solr,2423,review,581247428,code_debt,low_quality_code,apache,0,Merged
spark,20751,comment,371217148,non_debt,-,apache,1,Closed
tvm,1157,review,193950613,non_debt,-,apache,42,Merged
airflow,5019,comment,485388491,non_debt,-,apache,21,Merged
groovy,1236,comment,623920223,non_debt,-,apache,7,Closed
netbeans,2484,summary,0,non_debt,-,apache,7,Merged
drill,1723,review,272802660,non_debt,-,apache,9,Closed
pulsar,9970,review,599613263,non_debt,-,apache,75,Merged
kafka,3530,review,130078682,test_debt,expensive_tests,apache,30,Closed
