project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
beam,5764,summary,0,non_debt,-,apache,67,Closed
spark,8429,comment,134717879,non_debt,-,apache,0,Closed
camel,467,comment,89960647,non_debt,-,apache,1,Closed
pulsar,1248,description,0,non_debt,-,apache,120,Closed
beam,8035,summary,0,non_debt,-,apache,0,Merged
pulsar,8358,comment,715932777,non_debt,-,apache,2,Merged
carbondata,1693,comment,360073659,non_debt,-,apache,40,Closed
servicecomb-java-chassis,562,review,171433099,non_debt,-,apache,1,Merged
ignite,2422,summary,0,non_debt,-,apache,0,Closed
flink,9363,review,312004763,non_debt,-,apache,3,Merged
geode,3345,summary,0,non_debt,-,apache,5,Merged
carbondata,3498,comment,562581467,non_debt,-,apache,4,Closed
storm,429,comment,75878755,non_debt,-,apache,12,Merged
beam,7773,comment,461943922,non_debt,-,apache,1,Merged
spark,5792,review,31554863,non_debt,-,apache,34,Closed
nifi,3672,review,318211409,non_debt,-,apache,99,Closed
carbondata,3584,comment,596357267,non_debt,-,apache,65,Closed
airflow,3908,comment,423772330,non_debt,-,apache,0,Merged
flink,11679,comment,611357905,non_debt,-,apache,0,Merged
tvm,1168,review,189436619,non_debt,-,apache,20,Closed
spark,86,comment,37382222,non_debt,-,apache,23,Closed
systemds,877,summary,0,non_debt,-,apache,6,Closed
gobblin,57,comment,84181228,non_debt,-,apache,6,Merged
hudi,2127,review,499304054,code_debt,low_quality_code,apache,20,Merged
arrow,8715,comment,751980283,non_debt,-,apache,39,Closed
hawq,548,comment,204355747,non_debt,-,apache,0,Closed
calcite,1895,summary,0,non_debt,-,apache,1,Merged
accumulo,1450,review,355575551,non_debt,-,apache,35,Merged
guacamole-client,122,review,161413980,code_debt,low_quality_code,apache,354,Merged
hive,1982,review,577500461,non_debt,-,apache,118,Closed
spark,12618,comment,217952164,non_debt,-,apache,157,Closed
madlib,486,review,390627982,non_debt,-,apache,5,Merged
arrow,7565,description,0,non_debt,-,apache,0,Closed
spark,20433,review,174016181,non_debt,-,apache,407,Closed
spark,7471,review,35220658,non_debt,-,apache,5,Closed
spark,9682,summary,0,code_debt,duplicated_code,apache,0,Closed
activemq,184,description,0,non_debt,-,apache,3,Closed
spark,13775,review,89334966,non_debt,-,apache,248,Closed
spark,13581,comment,225032387,non_debt,-,apache,0,Closed
cloudstack,4574,comment,763102959,requirement_debt,requirement_partially_implemented,apache,61,Merged
skywalking,5827,review,521138108,non_debt,-,apache,0,Closed
apisix,2339,comment,706452466,non_debt,-,apache,19,Closed
flink,10454,review,355092999,code_debt,complex_code,apache,1,Closed
brooklyn-server,144,comment,222313156,test_debt,lack_of_tests,apache,265,Closed
spark,16603,comment,273438586,non_debt,-,apache,18,Closed
spark,14132,review,70927162,non_debt,-,apache,19,Closed
superset,1251,comment,251796755,non_debt,-,apache,1,Merged
beam,5726,review,197573457,non_debt,-,apache,4,Merged
beam,10367,review,364979191,non_debt,-,apache,33,Merged
activemq-artemis,3053,summary,0,non_debt,-,apache,523,Closed
netbeans,1453,review,316347120,non_debt,-,apache,1,Merged
kafka,4234,comment,345501432,non_debt,-,apache,0,Closed
beam,10732,review,374009189,non_debt,-,apache,3,Merged
camel,3934,comment,670323413,non_debt,-,apache,55,Merged
gobblin,2101,review,139617135,non_debt,-,apache,35,Closed
spark,23955,comment,469182241,non_debt,-,apache,1,Closed
druid,4143,comment,291628474,non_debt,-,apache,0,Merged
spark,1609,review,15541257,non_debt,-,apache,38,Closed
spark,186,comment,39081836,non_debt,-,apache,36,Closed
guacamole-client,546,review,511687968,non_debt,-,apache,118,Merged
incubator-brooklyn,545,comment,77748553,non_debt,-,apache,139,Closed
kafka,8105,review,379594069,design_debt,non-optimal_design,apache,9,Merged
incubator-pinot,3121,comment,416713328,non_debt,-,apache,0,Merged
cxf,21,comment,218432577,non_debt,-,apache,1034,Closed
flink,8600,review,289982051,non_debt,-,apache,0,Closed
beam,5242,comment,388440426,non_debt,-,apache,25,Merged
bookkeeper,701,review,154556572,non_debt,-,apache,41,Closed
spark,6973,review,33601514,non_debt,-,apache,6,Closed
arrow,8122,review,492850490,non_debt,-,apache,17,Closed
flink,3600,summary,0,non_debt,-,apache,29,Closed
flink,517,summary,0,non_debt,-,apache,1,Closed
beam,7603,comment,457255545,non_debt,-,apache,1,Merged
zeppelin,3409,description,0,non_debt,-,apache,1,Closed
pulsar,5714,review,352358178,non_debt,-,apache,17,Merged
apisix-dashboard,1576,review,597786636,non_debt,-,apache,10,Merged
flink,12574,review,438528714,non_debt,-,apache,0,Merged
couchdb,3192,comment,704052315,non_debt,-,apache,0,Merged
spark,15963,review,88906249,code_debt,complex_code,apache,7,Closed
spark,28197,comment,616372354,non_debt,-,apache,122,Closed
spark,28271,comment,618105766,non_debt,-,apache,2,Closed
carbondata,3014,comment,451990373,non_debt,-,apache,19,Closed
trafodion,701,comment,246909356,non_debt,-,apache,0,Merged
trafficcontrol,5716,description,0,non_debt,-,apache,3,Merged
couchdb,131,summary,0,non_debt,-,apache,0,Closed
attic-apex-malhar,676,comment,350005283,non_debt,-,apache,43,Merged
spark,17088,comment,284561791,non_debt,-,apache,79,Closed
spark,23284,review,240865741,non_debt,-,apache,2,Closed
spark,6445,comment,106097629,non_debt,-,apache,0,Closed
drill,1214,review,183982099,non_debt,-,apache,9,Closed
arrow,9397,review,571604769,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,4,Closed
spark,22729,summary,0,non_debt,-,apache,9,Closed
storm,3322,comment,672260764,non_debt,-,apache,27,Merged
carbondata,2097,comment,377139528,non_debt,-,apache,33,Closed
carbondata,3986,review,510065227,non_debt,-,apache,13,Closed
incubator-brooklyn,61,review,14808432,non_debt,-,apache,4,Merged
airflow,2438,summary,0,non_debt,-,apache,1,Closed
