project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
airflow,12530,review,528867848,non_debt,-,apache,2.0,Merged
storm,3381,summary,0,non_debt,-,apache,903.0,Closed
druid,10267,review,600967002,non_debt,-,apache,225.0,Merged
pulsar,4311,review,285428211,non_debt,-,apache,14.0,Merged
qpid-dispatch,1027,comment,777126228,non_debt,-,apache,5.0,Closed
spark,3778,review,22297307,non_debt,-,apache,24.0,Closed
druid,2806,review,59071300,code_debt,low_quality_code,apache,1062.0,Closed
spark,19495,review,144992379,code_debt,low_quality_code,apache,4.0,Closed
hbase,2810,comment,751321209,non_debt,-,apache,6.0,Merged
activemq-artemis,3104,comment,621179877,non_debt,-,apache,5.0,Closed
trafodion,1401,comment,358168176,non_debt,-,apache,1.0,Merged
camel-quarkus,1159,summary,0,non_debt,-,apache,0.0,Merged
airflow,10947,review,497376687,non_debt,-,apache,15.0,Merged
incubator-pinot,5081,summary,0,non_debt,-,apache,0.0,Merged
trafodion,405,description,0,non_debt,-,apache,1.0,Closed
airflow,1435,comment,215288030,code_debt,low_quality_code,apache,22.0,Closed
hive,1261,description,0,non_debt,-,apache,0.0,Merged
accumulo,368,review,165091158,non_debt,-,apache,6.0,Closed
systemds,963,comment,640634259,non_debt,-,apache,0.0,Merged
beam,12241,review,454528596,documentation_debt,low_quality_documentation,apache,1.0,Merged
helix,653,review,362586939,non_debt,-,apache,40.0,Merged
kafka,1608,description,0,non_debt,-,apache,,Not Closed or Merged
accumulo,371,description,0,non_debt,-,apache,14.0,Merged
geode-native,615,review,443683084,test_debt,expensive_tests,apache,14.0,Merged
tvm,1973,review,243703973,non_debt,-,apache,75.0,Merged
airflow,4348,summary,0,non_debt,-,apache,5.0,Merged
drill,348,comment,177013054,non_debt,-,apache,0.0,Merged
arrow,2366,review,208745187,non_debt,-,apache,6.0,Closed
incubator-pinot,484,comment,244438160,non_debt,-,apache,0.0,Merged
flink,2807,summary,0,non_debt,-,apache,7.0,Closed
thrift,139,summary,0,non_debt,-,apache,1.0,Closed
ambari,2707,description,0,code_debt,low_quality_code,apache,0.0,Merged
hudi,360,comment,377576044,code_debt,low_quality_code,apache,8.0,Merged
flink,1553,comment,191752181,non_debt,-,apache,54.0,Closed
zookeeper,32,comment,110500112,non_debt,-,apache,1335.0,Closed
tvm,1716,summary,0,documentation_debt,low_quality_documentation,apache,0.0,Merged
superset,6030,summary,0,non_debt,-,apache,4.0,Merged
trafficserver,1717,comment,296241153,non_debt,-,apache,11.0,Merged
guacamole-client,375,review,261795640,non_debt,-,apache,214.0,Merged
flink,10748,review,362788785,non_debt,-,apache,16.0,Merged
hadoop,1752,comment,566876917,non_debt,-,apache,43.0,Merged
airflow,3773,comment,414979183,non_debt,-,apache,1.0,Merged
arrow,1744,comment,373059009,non_debt,-,apache,15.0,Closed
spark,10208,comment,164531611,non_debt,-,apache,8.0,Closed
trafficserver,276,description,0,non_debt,-,apache,3.0,Closed
incubator-doris,3513,review,422451684,non_debt,-,apache,3.0,Merged
druid,2683,comment,198480289,documentation_debt,outdated_documentation,apache,10.0,Merged
ozone,702,comment,608511555,non_debt,-,apache,16.0,Closed
spark,23260,comment,446345304,code_debt,low_quality_code,apache,53.0,Closed
trafficserver,1946,review,117639097,non_debt,-,apache,11.0,Merged
hawq,1290,comment,331820126,non_debt,-,apache,0.0,Closed
flink,13393,review,495556369,non_debt,-,apache,34.0,Closed
spark,25585,comment,525012166,non_debt,-,apache,0.0,Closed
flink,10827,summary,0,non_debt,-,apache,2.0,Merged
iceberg,1874,description,0,non_debt,-,apache,0.0,Merged
groovy,1266,summary,0,non_debt,-,apache,156.0,Closed
openwhisk,5061,description,0,non_debt,-,apache,46.0,Merged
ambari,3151,comment,562590943,non_debt,-,apache,0.0,Merged
trafficcontrol,1572,comment,345855649,non_debt,-,apache,6.0,Merged
camel,1898,description,0,non_debt,-,apache,1.0,Closed
flink,13348,review,485303631,non_debt,-,apache,1.0,Closed
ambari,1839,summary,0,non_debt,-,apache,1.0,Closed
incubator-pinot,3969,description,0,non_debt,-,apache,0.0,Merged
kafka,4672,comment,371973195,non_debt,-,apache,0.0,Merged
beam,12232,review,455392148,non_debt,-,apache,22.0,Merged
shardingsphere,6062,review,440642573,non_debt,-,apache,0.0,Merged
spark,5030,comment,96768974,non_debt,-,apache,74.0,Closed
kafka,8103,review,414240204,non_debt,-,apache,,Not Closed or Merged
nifi,1628,description,0,non_debt,-,apache,0.0,Closed
beam,3287,comment,306643413,non_debt,-,apache,4.0,Closed
flink,10086,review,353592042,non_debt,-,apache,31.0,Closed
druid,4139,comment,404134850,non_debt,-,apache,467.0,Closed
hudi,782,comment,515634785,non_debt,-,apache,14.0,Closed
hadoop,316,description,0,non_debt,-,apache,,Not Closed or Merged
camel,2457,review,208259951,non_debt,-,apache,0.0,Merged
flink,15085,review,589279908,non_debt,-,apache,9.0,Merged
iceberg,1318,review,468870977,non_debt,-,apache,1.0,Merged
skywalking,4093,review,360375251,non_debt,-,apache,0.0,Merged
spark,26337,comment,551156015,non_debt,-,apache,8.0,Closed
spark,3141,comment,62226551,non_debt,-,apache,12.0,Closed
beam,7737,comment,461523125,non_debt,-,apache,64.0,Closed
pulsar,7552,comment,661158943,non_debt,-,apache,25.0,Merged
nifi,2517,comment,375875600,non_debt,-,apache,42.0,Closed
openwhisk,1600,summary,0,non_debt,-,apache,2.0,Closed
spark,7569,comment,125282944,non_debt,-,apache,6.0,Closed
accumulo,337,review,157819248,non_debt,-,apache,9.0,Merged
storm,2236,summary,0,non_debt,-,apache,0.0,Merged
spark,13546,comment,224956535,non_debt,-,apache,6.0,Closed
flink,7466,review,247049482,non_debt,-,apache,2.0,Closed
kafka,586,description,0,non_debt,-,apache,0.0,Closed
spark,1751,comment,51282152,non_debt,-,apache,2.0,Closed
spark,10106,comment,168844006,non_debt,-,apache,33.0,Closed
systemds,553,comment,313253989,non_debt,-,apache,21.0,Closed
