project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
skywalking,4740,comment,623178580,non_debt,-,apache,3.0,Merged
superset,3533,review,142584977,non_debt,-,apache,17.0,Closed
arrow,9314,comment,766853907,non_debt,-,apache,0.0,Closed
cloudstack,2231,comment,336177773,non_debt,-,apache,1657.0,Closed
trafficserver,3044,description,0,non_debt,-,apache,41.0,Merged
kafka,8836,comment,643961078,non_debt,-,apache,287.0,Closed
nifi,1719,review,114141863,non_debt,-,apache,2.0,Closed
spark,4690,review,25098634,code_debt,low_quality_code,apache,2.0,Closed
spark,8246,comment,132291972,non_debt,-,apache,51.0,Closed
gobblin,2327,review,180183357,non_debt,-,apache,10.0,Closed
spark,18607,comment,319839403,non_debt,-,apache,118.0,Closed
accumulo,654,comment,423239004,non_debt,-,apache,0.0,Merged
trafodion,355,comment,191494859,non_debt,-,apache,4.0,Merged
spark,6986,review,35582006,non_debt,-,apache,33.0,Closed
kafka,5735,comment,427204839,non_debt,-,apache,0.0,Merged
nifi,2686,summary,0,non_debt,-,apache,1105.0,Closed
jena,463,review,210921706,non_debt,-,apache,2.0,Merged
incubator-dolphinscheduler,1187,description,0,non_debt,-,apache,0.0,Merged
hbase,2167,summary,0,code_debt,low_quality_code,apache,5.0,Merged
spark,11162,review,52561026,non_debt,-,apache,43.0,Closed
spark,22500,review,220414353,non_debt,-,apache,16.0,Closed
attic-stratos,116,comment,70448716,non_debt,-,apache,66.0,Closed
tvm,5035,comment,597439447,non_debt,-,apache,1.0,Merged
storm,2480,review,159413588,non_debt,-,apache,8.0,Merged
kylin,352,description,0,non_debt,-,apache,0.0,Merged
spark,7048,comment,115984726,non_debt,-,apache,3.0,Closed
spark,15573,description,0,code_debt,duplicated_code,apache,2.0,Closed
airflow,151,summary,0,non_debt,-,apache,0.0,Merged
hadoop,575,review,268897325,non_debt,-,apache,242.0,Closed
spark,20229,summary,0,non_debt,-,apache,5.0,Closed
trafficcontrol,3379,comment,470204804,non_debt,-,apache,5.0,Merged
hadoop,2556,summary,0,design_debt,non-optimal_design,apache,38.0,Merged
kafka,5474,comment,411231844,non_debt,-,apache,1.0,Merged
camel,2010,summary,0,non_debt,-,apache,0.0,Closed
activemq,556,comment,691129531,non_debt,-,apache,16.0,Closed
drill,1640,review,261588501,non_debt,-,apache,29.0,Closed
arrow,2936,review,233587937,non_debt,-,apache,4.0,Closed
trafficcontrol,3766,comment,541298688,non_debt,-,apache,75.0,Merged
trafficcontrol,3766,comment,542325854,non_debt,-,apache,75.0,Merged
kafka,2320,review,94887536,code_debt,low_quality_code,apache,4.0,Closed
beam,8270,review,274875921,code_debt,low_quality_code,apache,19.0,Merged
trafficserver,7281,review,508918650,non_debt,-,apache,126.0,Merged
druid,6702,review,335746585,non_debt,-,apache,369.0,Merged
spark,186,comment,38623099,non_debt,-,apache,36.0,Closed
hbase,2440,review,493689369,non_debt,-,apache,1.0,Merged
couchdb,169,description,0,non_debt,-,apache,2.0,Closed
spark,16381,comment,268861717,non_debt,-,apache,0.0,Closed
incubator-mxnet,11357,summary,0,non_debt,-,apache,14.0,Closed
flink,15439,comment,810469613,non_debt,-,apache,0.0,Closed
carbondata,3183,comment,486091530,non_debt,-,apache,37.0,Closed
cloudstack,4776,comment,806067992,non_debt,-,apache,160.0,Merged
incubator-pinot,3856,review,258720423,non_debt,-,apache,5.0,Merged
skywalking,3365,comment,526215529,non_debt,-,apache,1.0,Merged
beam,10227,comment,558882339,design_debt,non-optimal_design,apache,0.0,Merged
beam,7844,comment,463755217,non_debt,-,apache,0.0,Merged
spark,8780,comment,140936357,non_debt,-,apache,49.0,Closed
beam,13112,comment,740158473,non_debt,-,apache,61.0,Merged
nifi-minifi-cpp,979,review,569451513,non_debt,-,apache,56.0,Closed
zookeeper,548,comment,402444134,non_debt,-,apache,34.0,Closed
spark,14355,review,72452143,non_debt,-,apache,6.0,Closed
servicecomb-java-chassis,1767,review,427921194,non_debt,-,apache,2.0,Merged
airflow,2372,review,140193220,code_debt,complex_code,apache,482.0,Merged
beam,12145,review,453061806,non_debt,-,apache,19.0,Merged
spark,27664,comment,608282010,non_debt,-,apache,91.0,Closed
ambari,2330,comment,421452133,non_debt,-,apache,2.0,Merged
trafficcontrol,3688,review,330266503,non_debt,-,apache,104.0,Merged
couchdb,3414,comment,797069943,non_debt,-,apache,1.0,Merged
trafficserver,1863,comment,301370821,non_debt,-,apache,71.0,Merged
hadoop,582,comment,667318471,non_debt,-,apache,,Not Closed or Merged
spark,23747,review,269640058,code_debt,complex_code,apache,227.0,Closed
hadoop,63,comment,519413862,non_debt,-,apache,,Not Closed or Merged
cloudstack,1578,review,77754965,code_debt,low_quality_code,apache,166.0,Merged
shardingsphere,912,summary,0,non_debt,-,apache,0.0,Closed
carbondata,2417,comment,403277466,non_debt,-,apache,13.0,Closed
flink,11839,comment,624800779,non_debt,-,apache,26.0,Merged
flink,7696,review,257630219,non_debt,-,apache,5.0,Closed
openwhisk,2662,description,0,non_debt,-,apache,333.0,Closed
tinkerpop,330,comment,226003425,non_debt,-,apache,11.0,Closed
spark,450,review,11879995,non_debt,-,apache,4.0,Closed
spark,15237,review,90548133,code_debt,complex_code,apache,133.0,Closed
spark,29104,review,460275749,non_debt,-,apache,13.0,Closed
hbase,1684,comment,626303991,non_debt,-,apache,1.0,Merged
superset,10385,summary,0,non_debt,-,apache,0.0,Closed
trafficserver,351,comment,199878590,non_debt,-,apache,537.0,Closed
superset,11499,review,537844305,non_debt,-,apache,42.0,Merged
trafficcontrol,4423,review,391129633,non_debt,-,apache,24.0,Merged
druid,4885,description,0,non_debt,-,apache,563.0,Closed
phoenix,508,review,285231247,requirement_debt,requirement_partially_implemented,apache,19.0,Closed
spark,23647,comment,457541376,non_debt,-,apache,32.0,Closed
flink,10195,review,350633864,non_debt,-,apache,11.0,Merged
carbondata,3894,comment,675868683,non_debt,-,apache,15.0,Closed
iceberg,796,review,383089633,non_debt,-,apache,473.0,Closed
trafficcontrol,4547,summary,0,non_debt,-,apache,3.0,Merged
geode,2916,description,0,non_debt,-,apache,1.0,Merged
flink,1813,review,58112951,non_debt,-,apache,111.0,Closed
kafka,5044,comment,390452297,non_debt,-,apache,1683.0,Closed
karaf,807,summary,0,non_debt,-,apache,0.0,Merged
kafka,2382,comment,273980480,non_debt,-,apache,25.0,Closed
iceberg,1893,review,547982631,non_debt,-,apache,40.0,Merged
incubator-mxnet,16215,comment,533361303,non_debt,-,apache,21.0,Merged
