project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
spark,13410,review,65192185,code_debt,low_quality_code,apache,1,Closed
superset,6936,comment,485498379,non_debt,-,apache,58,Merged
carbondata,1359,review,139122030,non_debt,-,apache,165,Closed
trafficserver,6978,summary,0,non_debt,-,apache,122,Merged
spark,2919,comment,60703036,non_debt,-,apache,11,Closed
fineract,810,comment,623127986,documentation_debt,low_quality_documentation,apache,0,Merged
kafka,5049,comment,390888101,non_debt,-,apache,1,Closed
spark,22524,comment,423874035,non_debt,-,apache,13,Closed
spark,24057,comment,474356670,non_debt,-,apache,8,Closed
trafficcontrol,5643,review,596212676,non_debt,-,apache,4,Merged
activemq-artemis,106,comment,127426120,non_debt,-,apache,0,Merged
spark,30392,comment,729168362,design_debt,non-optimal_design,apache,0,Closed
drill,1749,review,339008196,non_debt,-,apache,196,Closed
spark,11071,comment,180201265,non_debt,-,apache,0,Closed
kafka,217,comment,142877943,non_debt,-,apache,24,Closed
spark,5267,comment,126521482,non_debt,-,apache,224,Closed
arrow,3416,review,252272868,non_debt,-,apache,15,Closed
hive,1221,summary,0,non_debt,-,apache,95,Closed
spark,14638,comment,265441330,non_debt,-,apache,121,Closed
spark,24374,review,284258115,non_debt,-,apache,50,Closed
superset,3652,comment,336312708,non_debt,-,apache,5,Merged
beam,10767,review,393907154,non_debt,-,apache,72,Closed
spark,4588,review,26089697,code_debt,low_quality_code,apache,44,Closed
netbeans,2125,description,0,non_debt,-,apache,34,Closed
tvm,4586,description,0,non_debt,-,apache,0,Merged
streams,254,comment,135895944,non_debt,-,apache,0,Merged
arrow,4515,description,0,documentation_debt,outdated_documentation,apache,1,Closed
spark,26080,review,347911028,non_debt,-,apache,55,Closed
nifi,2991,review,222560898,non_debt,-,apache,40,Closed
spark,4105,comment,103159431,code_debt,low_quality_code,apache,228,Closed
trafodion,21,comment,120188280,non_debt,-,apache,1,Merged
trafficcontrol,4106,comment,556237556,non_debt,-,apache,10,Merged
camel,4514,comment,738593426,non_debt,-,apache,44,Merged
ignite,6069,summary,0,test_debt,flaky_test,apache,9,Closed
tvm,1905,summary,0,code_debt,dead_code,apache,0,Merged
arrow,5451,review,329113827,code_debt,low_quality_code,apache,7,Closed
spark,26219,review,345304681,non_debt,-,apache,277,Closed
trafficserver,2407,description,0,non_debt,-,apache,3,Closed
incubator-dolphinscheduler,4188,summary,0,non_debt,-,apache,0,Closed
kafka,2444,comment,276345941,non_debt,-,apache,6,Closed
arrow,3963,review,273177077,non_debt,-,apache,27,Closed
pulsar,5721,comment,557240314,non_debt,-,apache,0,Merged
spark,21031,review,182622583,non_debt,-,apache,22,Closed
druid,50,review,2541441,code_debt,low_quality_code,apache,0,Merged
ambari,2441,summary,0,non_debt,-,apache,6,Merged
couchdb,835,comment,331552644,non_debt,-,apache,3,Merged
cassandra,224,review,194812259,non_debt,-,apache,1406,Closed
nifi,3174,comment,439389815,non_debt,-,apache,151,Closed
flink,12042,review,422441179,code_debt,low_quality_code,apache,1,Merged
kafka,7389,review,379859074,non_debt,-,apache,143,Merged
lucene-solr,134,comment,270461615,non_debt,-,apache,744,Closed
incubator-mxnet,14769,description,0,non_debt,-,apache,13,Merged
flink,4559,review,157693477,non_debt,-,apache,144,Closed
gobblin,3099,review,487298251,non_debt,-,apache,6,Closed
incubator-mxnet,16881,comment,571043129,non_debt,-,apache,51,Merged
kafka,5093,comment,395983207,non_debt,-,apache,1136,Closed
flink,12268,review,430016877,code_debt,low_quality_code,apache,6,Closed
spark,6959,review,33198256,code_debt,low_quality_code,apache,6,Closed
incubator-mxnet,14136,comment,462960508,non_debt,-,apache,1,Merged
kafka,413,review,43915597,non_debt,-,apache,0,Closed
