project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
carbondata,4015,review,533409073,non_debt,-,apache,11,Closed
samza,103,review,110061958,design_debt,non-optimal_design,apache,8,Closed
nifi-minifi-cpp,789,review,432613916,non_debt,-,apache,26,Closed
airflow,6306,review,334277188,non_debt,-,apache,11,Merged
spark,4200,comment,72024745,non_debt,-,apache,6,Closed
beam,11307,comment,608785737,non_debt,-,apache,3,Merged
trafficcontrol,2636,review,208027022,non_debt,-,apache,0,Merged
beam,3711,comment,329306987,non_debt,-,apache,43,Closed
geode,1353,review,164254842,non_debt,-,apache,3,Merged
spark,24177,comment,475557785,non_debt,-,apache,3,Closed
trafficserver,4889,comment,459386130,non_debt,-,apache,6,Merged
spark,18565,review,126306207,non_debt,-,apache,2,Closed
superset,9435,summary,0,non_debt,-,apache,7,Merged
cassandra,711,review,472502571,code_debt,low_quality_code,apache,104,Closed
incubator-pinot,5853,review,476001577,code_debt,low_quality_code,apache,16,Merged
flink,13304,review,482747567,non_debt,-,apache,1,Merged
trafficserver,326,description,0,documentation_debt,low_quality_documentation,apache,0,Closed
karaf,1111,comment,621176047,non_debt,-,apache,3,Merged
shardingsphere,9676,description,0,non_debt,-,apache,1,Merged
beam,11656,comment,628149790,non_debt,-,apache,3,Merged
beam,6532,comment,431204721,non_debt,-,apache,17,Merged
trafficcontrol,3524,comment,490512780,non_debt,-,apache,36,Merged
spark,14712,comment,242887201,non_debt,-,apache,17,Closed
nifi,4495,review,482571304,non_debt,-,apache,247,Closed
ignite,5782,summary,0,non_debt,-,apache,0,Closed
cassandra,53,summary,0,non_debt,-,apache,1652,Closed
tvm,4548,comment,575960459,non_debt,-,apache,296,Closed
airflow,7085,description,0,design_debt,non-optimal_design,apache,621,Closed
kafka,4319,review,164937959,non_debt,-,apache,49,Closed
spark,14140,review,70451380,non_debt,-,apache,3,Closed
iceberg,2167,review,571340787,code_debt,low_quality_code,apache,165,Closed
kafka,281,review,41351627,non_debt,-,apache,0,Closed
arrow,4895,description,0,non_debt,-,apache,0,Closed
druid,7758,review,287539672,code_debt,low_quality_code,apache,0,Merged
carbondata,2930,comment,440113778,non_debt,-,apache,1811,Closed
spark,19901,review,155169114,code_debt,low_quality_code,apache,1,Closed
pulsar,2245,comment,408267297,non_debt,-,apache,0,Merged
kafka,6427,review,265291607,non_debt,-,apache,1,Merged
superset,1792,comment,265527614,non_debt,-,apache,5,Merged
storm,1406,comment,222930875,design_debt,non-optimal_design,apache,896,Closed
beam,6981,review,233161421,design_debt,non-optimal_design,apache,6,Merged
openwhisk,484,review,65249201,test_debt,low_coverage,apache,31,Closed
nifi,2522,comment,371474068,non_debt,-,apache,0,Closed
tvm,4260,comment,550260065,non_debt,-,apache,1,Merged
spark,15939,comment,261768701,non_debt,-,apache,1,Closed
druid,1472,review,34838258,non_debt,-,apache,23,Merged
beam,8287,comment,482385820,non_debt,-,apache,0,Merged
kafka,7285,review,329133984,non_debt,-,apache,29,Merged
apisix,1746,review,444645383,non_debt,-,apache,2,Merged
spark,17169,comment,437594000,non_debt,-,apache,615,Closed
phoenix,955,review,520122158,non_debt,-,apache,34,Closed
