project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
incubator-weex,2951,summary,0,non_debt,-,apache,0,Merged
kafka,3547,review,128396998,non_debt,-,apache,0,Closed
druid,7915,comment,507899421,non_debt,-,apache,14,Merged
spark,12825,comment,216076628,non_debt,-,apache,1,Closed
spark,1111,comment,46391465,non_debt,-,apache,0,Closed
cloudstack,4248,review,467866137,non_debt,-,apache,34,Closed
cloudstack,1295,description,0,code_debt,low_quality_code,apache,0,Closed
spark,12539,review,60696040,non_debt,-,apache,1,Closed
spark,3099,review,20122266,non_debt,-,apache,7,Closed
carbondata,2502,comment,405482490,non_debt,-,apache,4,Closed
couchdb,2843,description,0,non_debt,-,apache,0,Merged
orc,116,review,114468791,non_debt,-,apache,13,Closed
netbeans-website,30,summary,0,non_debt,-,apache,0,Merged
beam,6511,description,0,non_debt,-,apache,325,Merged
tajo,674,summary,0,code_debt,dead_code,apache,0,Closed
myfaces-tobago,352,summary,0,non_debt,-,apache,0,Merged
incubator-heron,918,review,67564368,non_debt,-,apache,15,Merged
iceberg,1326,review,473297905,non_debt,-,apache,19,Merged
gobblin,2867,comment,574426534,non_debt,-,apache,1,Closed
nifi-minifi-cpp,1011,review,596175075,non_debt,-,apache,52,Closed
attic-apex-malhar,516,review,95512203,non_debt,-,apache,55,Merged
attic-apex-core,555,comment,315202571,non_debt,-,apache,2,Merged
incubator-mxnet,17808,comment,605556855,non_debt,-,apache,36,Closed
spark,7012,comment,115346040,non_debt,-,apache,0,Closed
spark,7129,comment,122069744,non_debt,-,apache,66,Closed
spark,9594,summary,0,non_debt,-,apache,2,Closed
groovy,517,description,0,non_debt,-,apache,29,Closed
trafficserver,6038,comment,545153161,non_debt,-,apache,24,Closed
flink,8480,review,285775675,non_debt,-,apache,1,Closed
tvm,891,comment,364725680,non_debt,-,apache,12,Merged
nifi,1918,review,122836798,code_debt,complex_code,apache,5,Closed
camel,3202,description,0,non_debt,-,apache,3,Closed
kafka,1095,review,60963008,non_debt,-,apache,39,Closed
spark,42,review,10368525,non_debt,-,apache,19,Closed
cloudstack,1926,comment,277102135,non_debt,-,apache,18,Merged
kafka,2273,summary,0,non_debt,-,apache,49,Closed
incubator-weex,822,comment,345958963,non_debt,-,apache,27,Closed
incubator-pinot,4387,review,300516190,documentation_debt,low_quality_documentation,apache,10,Merged
zookeeper,1328,summary,0,code_debt,low_quality_code,apache,1,Closed
arrow,2350,comment,409238911,non_debt,-,apache,0,Closed
airflow,6122,summary,0,non_debt,-,apache,5,Merged
carbondata,1620,comment,349865134,non_debt,-,apache,1,Closed
helix,470,description,0,non_debt,-,apache,0,Merged
incubator-heron,1893,description,0,test_debt,expensive_tests,apache,1,Merged
skywalking,6439,summary,0,non_debt,-,apache,0,Merged
spark,23814,comment,465220900,non_debt,-,apache,8,Closed
spark,27150,review,365117734,non_debt,-,apache,190,Closed
spark,13428,comment,241079022,non_debt,-,apache,80,Closed
incubator-pinot,6333,review,541846547,non_debt,-,apache,36,Merged
flink,15265,summary,0,non_debt,-,apache,6,Closed
cloudstack,1523,comment,215447324,non_debt,-,apache,22,Merged
geode-native,590,description,0,non_debt,-,apache,12,Merged
storm,107,description,0,non_debt,-,apache,0,Closed
incubator-mxnet,10183,comment,375782120,non_debt,-,apache,21,Merged
carbondata,2390,comment,398931696,non_debt,-,apache,1,Closed
beam,4080,review,150063020,code_debt,complex_code,apache,82,Merged
phoenix,933,review,510479056,code_debt,low_quality_code,apache,29,Closed
incubator-brooklyn,877,comment,138606796,non_debt,-,apache,11,Merged
spark,15027,comment,258087561,non_debt,-,apache,53,Closed
hive,1280,review,468525216,non_debt,-,apache,37,Closed
netbeans,414,comment,366287008,non_debt,-,apache,8,Closed
calcite,2055,summary,0,non_debt,-,apache,1,Merged
pulsar,8996,comment,763411650,non_debt,-,apache,33,Merged
hadoop,1572,comment,537701365,non_debt,-,apache,1,Merged
systemds,204,review,73768209,code_debt,low_quality_code,apache,4,Closed
beam,1746,comment,270984320,non_debt,-,apache,0,Merged
spark,10667,comment,170158610,non_debt,-,apache,0,Closed
attic-apex-core,337,review,63920391,non_debt,-,apache,0,Merged
druid,5789,review,205683872,non_debt,-,apache,73,Merged
pulsar,1192,comment,363611803,non_debt,-,apache,0,Merged
airflow,2078,description,0,non_debt,-,apache,572,Closed
geode,5875,review,552244877,non_debt,-,apache,2,Merged
fluo,755,summary,0,non_debt,-,apache,0,Merged
spark,6587,review,31883893,non_debt,-,apache,75,Closed
nifi-minifi-cpp,95,review,117498245,non_debt,-,apache,10,Closed
druid,5194,description,0,non_debt,-,apache,2,Merged
attic-apex-core,522,review,144998177,non_debt,-,apache,414,Merged
skywalking,4815,summary,0,non_debt,-,apache,0,Merged
hudi,1186,description,0,non_debt,-,apache,0,Closed
airflow,12882,summary,0,non_debt,-,apache,30,Closed
carbondata,2776,comment,425162096,non_debt,-,apache,6,Closed
druid,1936,review,45828055,non_debt,-,apache,50,Merged
camel,1266,comment,260025043,non_debt,-,apache,0,Closed
spark,24843,review,292663649,non_debt,-,apache,3,Closed
netbeans,734,review,211586709,non_debt,-,apache,40,Merged
spark,19125,summary,0,non_debt,-,apache,0,Closed
flink,3771,review,113471045,non_debt,-,apache,1,Closed
hadoop,2353,review,507018462,non_debt,-,apache,98,Closed
druid,8236,review,311358060,non_debt,-,apache,9,Merged
camel-quarkus,115,comment,519659356,non_debt,-,apache,0,Merged
spark,563,comment,41485626,non_debt,-,apache,1,Closed
incubator-brooklyn,741,summary,0,non_debt,-,apache,4,Merged
openwhisk,681,comment,227222935,non_debt,-,apache,4,Closed
spark,21711,review,202536673,non_debt,-,apache,13,Closed
spark,7233,comment,127815741,non_debt,-,apache,29,Closed
spark,10534,review,49024620,non_debt,-,apache,7,Closed
kafka,2405,comment,273832031,non_debt,-,apache,5,Closed
carbondata,2083,review,177685409,non_debt,-,apache,13,Closed
spark,17941,comment,303256154,non_debt,-,apache,30,Closed
hadoop,2021,review,425329924,non_debt,-,apache,6,Merged
