project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
dubbo,2228,review,214629281,non_debt,-,apache,10.0,Merged
airflow,1881,review,88095097,non_debt,-,apache,3.0,Closed
incubator-mxnet,11502,review,200206922,documentation_debt,low_quality_documentation,apache,14.0,Merged
druid,2602,comment,200630606,non_debt,-,apache,21.0,Merged
spark,204,review,11469526,code_debt,low_quality_code,apache,19.0,Closed
beam,12572,description,0,non_debt,-,apache,81.0,Merged
arrow,1704,summary,0,non_debt,-,apache,0.0,Closed
attic-apex-core,479,review,108591304,code_debt,low_quality_code,apache,124.0,Merged
drill,844,review,123631660,non_debt,-,apache,33.0,Closed
kafka,7887,comment,577819902,non_debt,-,apache,27.0,Merged
daffodil,262,review,324346636,non_debt,-,apache,78.0,Merged
spark,13310,review,64671567,non_debt,-,apache,1.0,Closed
helix,510,review,334200441,non_debt,-,apache,4.0,Merged
rocketmq,145,comment,321778238,non_debt,-,apache,17.0,Closed
lucene-solr,345,review,179737921,non_debt,-,apache,296.0,Closed
tvm,3515,review,301662897,non_debt,-,apache,8.0,Merged
spark,1358,comment,48630513,non_debt,-,apache,17.0,Closed
flink,13351,review,496457872,non_debt,-,apache,31.0,Merged
nifi-minifi-cpp,797,review,443776103,non_debt,-,apache,34.0,Closed
hbase,2044,comment,660410619,non_debt,-,apache,9.0,Closed
spark,29654,review,488150906,non_debt,-,apache,7.0,Closed
arrow,1201,summary,0,non_debt,-,apache,148.0,Closed
dubbo,2741,summary,0,test_debt,flaky_test,apache,0.0,Merged
arrow,8401,review,522113945,non_debt,-,apache,57.0,Closed
druid,7528,review,278316219,non_debt,-,apache,13.0,Merged
beam,3852,review,139203104,non_debt,-,apache,8.0,Closed
spark,1222,review,15478958,code_debt,low_quality_code,apache,177.0,Closed
nifi,3894,review,365769826,build_debt,over-declared_dependencies,apache,55.0,Closed
flink,12746,summary,0,non_debt,-,apache,10.0,Merged
geode,4755,review,387979913,non_debt,-,apache,3.0,Merged
incubator-mxnet,16859,summary,0,non_debt,-,apache,16.0,Merged
incubator-dolphinscheduler,3417,review,475078725,non_debt,-,apache,197.0,Closed
samza,490,review,184773952,non_debt,-,apache,0.0,Closed
kafka,8483,review,421863398,non_debt,-,apache,23.0,Merged
pulsar,366,comment,296908563,code_debt,low_quality_code,apache,16.0,Merged
avro,336,review,221416112,non_debt,-,apache,6.0,Merged
incubator-pinot,5266,description,0,non_debt,-,apache,40.0,Merged
calcite,1626,comment,561980030,non_debt,-,apache,0.0,Merged
iceberg,2078,review,558255721,non_debt,-,apache,3.0,Merged
trafficcontrol,4747,review,443827162,non_debt,-,apache,28.0,Merged
kafka,6536,review,275588869,code_debt,complex_code,apache,16.0,Merged
calcite,1075,review,261510267,code_debt,low_quality_code,apache,3.0,Closed
streams,276,description,0,non_debt,-,apache,0.0,Closed
incubator-mxnet,7452,description,0,non_debt,-,apache,14.0,Closed
pulsar,9329,comment,777186013,non_debt,-,apache,25.0,Merged
kafka,2007,comment,267234396,non_debt,-,apache,93.0,Closed
spark,13969,review,70201841,non_debt,-,apache,26.0,Closed
bigtop,143,review,79561910,non_debt,-,apache,,Not Closed or Merged
skywalking,5055,comment,655316356,non_debt,-,apache,0.0,Merged
pulsar,7601,description,0,documentation_debt,low_quality_documentation,apache,4.0,Merged
zeppelin,2753,summary,0,code_debt,low_quality_code,apache,0.0,Closed
nifi,2194,comment,337127297,non_debt,-,apache,12.0,Closed
arrow,965,summary,0,non_debt,-,apache,5.0,Closed
spark,15868,comment,262039578,non_debt,-,apache,8.0,Closed
flink,13410,comment,697080083,non_debt,-,apache,24.0,Merged
spark,15664,review,94098595,non_debt,-,apache,63.0,Closed
arrow,6257,comment,577263359,non_debt,-,apache,1.0,Closed
beam,5433,comment,395838547,non_debt,-,apache,19.0,Merged
beam,13252,summary,0,non_debt,-,apache,1.0,Merged
hawq,1169,summary,0,non_debt,-,apache,2.0,Closed
