project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
netbeans,130,comment,338476937,non_debt,-,apache,14.0,Merged
trafficserver,1594,review,106927789,non_debt,-,apache,10.0,Merged
spark,29026,comment,655306439,non_debt,-,apache,1.0,Closed
storm,2865,summary,0,non_debt,-,apache,2.0,Merged
beam,5384,review,189163677,documentation_debt,low_quality_documentation,apache,4.0,Merged
calcite,2214,summary,0,non_debt,-,apache,18.0,Closed
flink,11554,comment,605457410,non_debt,-,apache,38.0,Closed
pulsar,9083,comment,752413384,non_debt,-,apache,9.0,Merged
spark,17468,comment,290152298,non_debt,-,apache,3.0,Closed
fineract,1564,summary,0,non_debt,-,apache,2.0,Merged
spark,10411,summary,0,non_debt,-,apache,57.0,Closed
hudi,2500,comment,798849454,non_debt,-,apache,45.0,Merged
camel,2206,review,165614505,non_debt,-,apache,17.0,Closed
parquet-mr,466,summary,0,non_debt,-,apache,0.0,Merged
zeppelin,2706,comment,353205540,test_debt,flaky_test,apache,25.0,Closed
netbeans,276,summary,0,non_debt,-,apache,4.0,Merged
geode,230,summary,0,non_debt,-,apache,2.0,Closed
flink,12143,comment,628995582,non_debt,-,apache,1.0,Closed
hadoop,1357,review,318728169,non_debt,-,apache,3.0,Closed
incubator-doris,1610,review,315559959,non_debt,-,apache,17.0,Merged
druid,3939,review,102355893,code_debt,low_quality_code,apache,7.0,Merged
spark,11179,review,52870230,non_debt,-,apache,10.0,Closed
spark,3009,comment,63914127,non_debt,-,apache,25.0,Closed
spark,12627,comment,218659906,non_debt,-,apache,24.0,Closed
pulsar,322,comment,294382800,non_debt,-,apache,445.0,Closed
dubbo,1705,summary,0,non_debt,-,apache,0.0,Merged
reef,955,comment,212143854,non_debt,-,apache,4.0,Closed
airflow,3969,comment,425430405,non_debt,-,apache,0.0,Merged
fineract,1584,review,563163346,non_debt,-,apache,3.0,Merged
shardingsphere,4566,summary,0,non_debt,-,apache,0.0,Merged
trafficserver,1482,comment,281828523,non_debt,-,apache,1.0,Merged
trafodion,115,summary,0,code_debt,dead_code,apache,2.0,Merged
arrow,5506,comment,535392580,non_debt,-,apache,0.0,Closed
daffodil,334,review,395809427,non_debt,-,apache,0.0,Merged
pulsar,6903,comment,632959266,non_debt,-,apache,27.0,Merged
ozone,1007,comment,637932167,non_debt,-,apache,0.0,Merged
spark,19525,review,149534129,non_debt,-,apache,55.0,Closed
kafka,2429,comment,275224539,non_debt,-,apache,7.0,Closed
camel,4687,summary,0,non_debt,-,apache,0.0,Merged
pulsar,318,comment,290524380,non_debt,-,apache,3.0,Merged
incubator-pinot,2890,review,195580463,non_debt,-,apache,0.0,Merged
beam,13927,comment,775452670,non_debt,-,apache,368.0,Closed
pulsar,1788,summary,0,non_debt,-,apache,1.0,Merged
spark,20068,review,158616591,non_debt,-,apache,141.0,Closed
