project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
arrow,4167,comment,544971543,non_debt,-,apache,215,Closed
beam,11776,comment,632724995,non_debt,-,apache,10,Merged
tvm,3531,review,305483155,code_debt,low_quality_code,apache,28,Merged
spark,6593,description,0,documentation_debt,low_quality_documentation,apache,1,Closed
carbondata,3834,review,460376152,non_debt,-,apache,62,Closed
airflow,5575,description,0,non_debt,-,apache,0,Merged
spark,15245,comment,250036300,non_debt,-,apache,1,Closed
incubator-mxnet,6237,comment,301376249,non_debt,-,apache,1,Closed
spark,29461,review,483509863,non_debt,-,apache,23,Closed
skywalking,5722,review,511915125,non_debt,-,apache,4,Merged
helix,107,summary,0,non_debt,-,apache,0,Merged
bigtop,753,comment,794605277,non_debt,-,apache,0,Merged
samza,103,review,109215517,test_debt,lack_of_tests,apache,8,Closed
drill,1330,review,197961951,non_debt,-,apache,9,Closed
tvm,4867,comment,584951383,non_debt,-,apache,2,Merged
spark,1313,comment,48174912,non_debt,-,apache,30,Closed
beam,6938,comment,436064925,non_debt,-,apache,1,Merged
flink,12815,review,449585541,non_debt,-,apache,4,Merged
zeppelin,941,comment,222912035,non_debt,-,apache,1,Closed
spark,345,comment,39877610,non_debt,-,apache,1,Closed
reef,666,comment,159513996,non_debt,-,apache,23,Closed
trafficserver,762,summary,0,non_debt,-,apache,51,Merged
spark,24094,review,266309009,non_debt,-,apache,4,Closed
tajo,618,review,33929768,non_debt,-,apache,19,Closed
apisix,781,summary,0,non_debt,-,apache,0,Merged
systemds,910,comment,633149881,non_debt,-,apache,11,Closed
beam,1984,review,100885021,non_debt,-,apache,2,Closed
druid,3371,comment,259284787,non_debt,-,apache,932,Closed
spark,4537,comment,89694634,non_debt,-,apache,79,Closed
spark,16395,review,102133390,non_debt,-,apache,62,Closed
cloudstack,2382,review,159235216,non_debt,-,apache,384,Closed
accumulo,484,review,188314105,code_debt,dead_code,apache,5,Merged
ignite,8077,description,0,non_debt,-,apache,11,Closed
storm,2108,review,132810994,non_debt,-,apache,530,Closed
spark,32062,summary,0,non_debt,-,apache,0,Closed
arrow,2789,comment,461917811,non_debt,-,apache,136,Closed
superset,9287,comment,597956300,non_debt,-,apache,4,Merged
accumulo,1995,review,607994959,code_debt,low_quality_code,apache,16,Merged
spark,25047,review,303140694,non_debt,-,apache,36,Closed
carbondata,2345,comment,393630591,non_debt,-,apache,8,Closed
druid,7705,review,287170344,non_debt,-,apache,4,Merged
skywalking,4822,summary,0,non_debt,-,apache,0,Merged
beam,6640,summary,0,non_debt,-,apache,33,Closed
brooklyn-server,264,comment,234017875,non_debt,-,apache,2,Merged
cloudstack,2699,review,194376281,documentation_debt,low_quality_documentation,apache,4,Merged
spark,5400,review,27923456,code_debt,low_quality_code,apache,267,Closed
airflow,8809,comment,749032679,non_debt,-,apache,224,Closed
airflow,4895,comment,471386977,non_debt,-,apache,18,Merged
trafficcontrol,3966,comment,540120851,non_debt,-,apache,6,Merged
spark,29855,review,503114602,non_debt,-,apache,21,Closed
geode,3175,review,255775292,non_debt,-,apache,7,Merged
trafficserver,2229,description,0,non_debt,-,apache,0,Merged
gobblin,104,comment,95396477,documentation_debt,low_quality_documentation,apache,0,Merged
beam,4751,comment,372546237,non_debt,-,apache,49,Closed
ignite,1082,comment,291875497,non_debt,-,apache,198,Closed
