project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
iceberg,1096,review,438271764,non_debt,-,apache,12.0,Merged
spark,13758,comment,239747204,non_debt,-,apache,193.0,Closed
flink,15314,review,603761487,non_debt,-,apache,8.0,Closed
skywalking,1723,description,0,non_debt,-,apache,0.0,Merged
activemq-artemis,2427,review,233197168,non_debt,-,apache,73.0,Closed
ambari,406,summary,0,non_debt,-,apache,1.0,Merged
arrow,98,review,97407368,non_debt,-,apache,478.0,Closed
carbondata,3542,comment,569505754,non_debt,-,apache,1.0,Closed
pulsar,4403,comment,504319874,non_debt,-,apache,34.0,Merged
trafficcontrol,3733,summary,0,non_debt,-,apache,51.0,Merged
samza,30,review,93352730,non_debt,-,apache,53.0,Closed
drill,1618,review,250595479,non_debt,-,apache,34.0,Closed
reef,1313,review,120169945,non_debt,-,apache,5.0,Closed
spark,28105,review,402905582,non_debt,-,apache,3.0,Closed
spark,29767,review,501476018,non_debt,-,apache,23.0,Closed
spark,29298,review,462797732,non_debt,-,apache,0.0,Closed
ignite,854,description,0,non_debt,-,apache,44.0,Closed
shardingsphere,1252,summary,0,non_debt,-,apache,0.0,Merged
spark,26330,review,341407750,non_debt,-,apache,14.0,Closed
couchdb,1658,summary,0,non_debt,-,apache,25.0,Merged
guacamole-client,200,description,0,non_debt,-,apache,2.0,Closed
hbase,645,review,326464585,non_debt,-,apache,10.0,Merged
spark,316,comment,39515943,non_debt,-,apache,0.0,Closed
activemq-artemis,2241,comment,412575863,architecture_debt,violation_of_modularity,apache,2.0,Closed
cloudstack,3055,description,0,non_debt,-,apache,3.0,Merged
daffodil,282,summary,0,non_debt,-,apache,5.0,Merged
spark,10753,comment,171546245,non_debt,-,apache,153.0,Closed
beam,697,comment,234148097,non_debt,-,apache,5.0,Merged
activemq-artemis,2786,summary,0,non_debt,-,apache,0.0,Merged
flink,14120,description,0,non_debt,-,apache,14.0,Closed
apisix-dashboard,651,review,516443012,non_debt,-,apache,3.0,Merged
cloudstack,2637,review,187600417,non_debt,-,apache,4.0,Closed
spark,18037,comment,302808740,non_debt,-,apache,2.0,Closed
activemq-artemis,3448,review,574070715,non_debt,-,apache,0.0,Closed
flink,7550,comment,509489301,non_debt,-,apache,169.0,Closed
cloudstack,3165,comment,460543956,non_debt,-,apache,49.0,Merged
