project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
kafka,2191,comment,268001461,non_debt,-,apache,19.0,Closed
beam,2246,comment,287187424,non_debt,-,apache,2.0,Closed
camel,2070,summary,0,non_debt,-,apache,6.0,Closed
spark,6090,summary,0,non_debt,-,apache,0.0,Closed
incubator-mxnet,13109,comment,438792906,non_debt,-,apache,15.0,Merged
spark,7580,review,35294849,non_debt,-,apache,14.0,Closed
arrow,4706,comment,505897550,non_debt,-,apache,0.0,Closed
helix,731,review,376166792,non_debt,-,apache,4.0,Merged
hudi,2106,review,503737912,documentation_debt,low_quality_documentation,apache,194.0,Closed
couchdb,1972,review,265677665,non_debt,-,apache,27.0,Merged
spark,14087,review,81610590,non_debt,-,apache,92.0,Closed
druid,5632,review,180936341,documentation_debt,low_quality_documentation,apache,0.0,Merged
incubator-pagespeed-ngx,1028,review,43148618,documentation_debt,outdated_documentation,apache,1.0,Merged
incubator-pinot,425,description,0,non_debt,-,apache,0.0,Merged
pulsar,4062,review,277191942,non_debt,-,apache,42.0,Merged
spark,14562,summary,0,non_debt,-,apache,89.0,Closed
thrift,916,summary,0,non_debt,-,apache,0.0,Closed
spark,26533,comment,557886732,non_debt,-,apache,20.0,Closed
camel,1043,comment,227651822,non_debt,-,apache,4.0,Merged
drill,578,review,102303605,non_debt,-,apache,177.0,Closed
cloudstack,3003,comment,435941591,non_debt,-,apache,1.0,Merged
spark,31829,summary,0,non_debt,-,apache,57.0,Closed
beam,6830,summary,0,non_debt,-,apache,0.0,Merged
incubator-pinot,2068,review,149484084,code_debt,low_quality_code,apache,0.0,Merged
ozone,1870,comment,781711803,non_debt,-,apache,17.0,Merged
bookkeeper,2347,description,0,non_debt,-,apache,323.0,Closed
phoenix,749,review,402659415,non_debt,-,apache,21.0,Closed
spark,24116,comment,473683327,non_debt,-,apache,0.0,Closed
phoenix,855,description,0,non_debt,-,apache,6.0,Closed
kafka,2264,review,95306094,non_debt,-,apache,26.0,Closed
superset,9915,comment,634387543,non_debt,-,apache,0.0,Merged
ignite,8940,review,603982014,non_debt,-,apache,3.0,Merged
avro,1070,review,578050603,non_debt,-,apache,249.0,Merged
shardingsphere,8604,review,546475778,non_debt,-,apache,7.0,Merged
kafka,2824,comment,293434490,non_debt,-,apache,4.0,Closed
carbondata,1664,comment,450070857,non_debt,-,apache,,Not Closed or Merged
spark,28098,summary,0,non_debt,-,apache,40.0,Closed
