project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
spark,19468,review,152633977,non_debt,-,apache,49.0,Closed
thrift,963,summary,0,non_debt,-,apache,5.0,Closed
nutch,331,summary,0,non_debt,-,apache,16.0,Merged
spark,3945,comment,69397383,non_debt,-,apache,1.0,Closed
superset,9733,summary,0,non_debt,-,apache,0.0,Merged
apisix,2001,review,467670387,non_debt,-,apache,23.0,Merged
trafficserver,3559,comment,386419709,non_debt,-,apache,15.0,Merged
phoenix,936,comment,724872173,design_debt,non-optimal_design,apache,22.0,Closed
spark,8897,comment,142793223,non_debt,-,apache,0.0,Closed
dubbo,2124,summary,0,non_debt,-,apache,9.0,Merged
storm,1139,review,53633738,non_debt,-,apache,3.0,Merged
pulsar,399,comment,301202227,non_debt,-,apache,2.0,Merged
tinkerpop,1353,comment,723240681,non_debt,-,apache,2.0,Closed
gobblin,3214,review,565722354,non_debt,-,apache,1.0,Closed
superset,1612,review,88320722,non_debt,-,apache,2.0,Merged
trafficserver,4770,review,246241031,non_debt,-,apache,7.0,Merged
carbondata,3157,comment,475329184,non_debt,-,apache,3.0,Closed
beam,11843,comment,635455832,non_debt,-,apache,0.0,Merged
iceberg,2430,summary,0,non_debt,-,apache,84.0,Closed
skywalking,1506,review,206031702,non_debt,-,apache,0.0,Merged
beam,9765,comment,550584252,non_debt,-,apache,144.0,Merged
kafka,9200,comment,678666729,non_debt,-,apache,21.0,Merged
hudi,1664,description,0,design_debt,non-optimal_design,apache,16.0,Merged
spark,31451,comment,810792543,non_debt,-,apache,76.0,Closed
ozone,1014,comment,638315154,non_debt,-,apache,1.0,Merged
spark,11581,review,56293008,non_debt,-,apache,8.0,Closed
openwhisk-wskdeploy,811,comment,374763837,non_debt,-,apache,1.0,Merged
storm,845,review,46338107,non_debt,-,apache,31.0,Merged
ignite,2068,description,0,non_debt,-,apache,0.0,Closed
spark,17186,comment,549686880,non_debt,-,apache,17.0,Closed
flink,15139,comment,796517842,non_debt,-,apache,0.0,Merged
flink,6970,comment,450542738,non_debt,-,apache,82.0,Closed
druid,1044,review,26169017,non_debt,-,apache,53.0,Merged
openwhisk,1071,review,75486973,code_debt,low_quality_code,apache,8.0,Closed
incubator-pinot,522,comment,246064224,non_debt,-,apache,1.0,Merged
incubator-weex,3304,summary,0,non_debt,-,apache,,Not Closed or Merged
incubator-mxnet,18319,review,427142694,non_debt,-,apache,62.0,Merged
iceberg,1587,review,526543001,non_debt,-,apache,42.0,Merged
ozone,1371,review,486098006,non_debt,-,apache,48.0,Merged
pulsar,2888,comment,441582678,code_debt,duplicated_code,apache,29.0,Merged
spark,11136,comment,182905997,non_debt,-,apache,21.0,Closed
airflow,8875,review,426287475,documentation_debt,low_quality_documentation,apache,2.0,Closed
spark,21102,review,203322643,non_debt,-,apache,109.0,Closed
ozone,1392,review,485765534,non_debt,-,apache,5.0,Merged
superset,5445,comment,457472346,design_debt,non-optimal_design,apache,198.0,Merged
griffin,442,review,226866876,non_debt,-,apache,5.0,Closed
cassandra,200,description,0,non_debt,-,apache,,Not Closed or Merged
spark,7440,summary,0,non_debt,-,apache,4.0,Closed
flink,5901,comment,387376186,test_debt,low_coverage,apache,70.0,Closed
trafficserver,1457,comment,280944148,non_debt,-,apache,1.0,Merged
spark,13421,review,65285433,non_debt,-,apache,0.0,Closed
kafka,7098,summary,0,non_debt,-,apache,20.0,Closed
spark,3073,review,19971716,non_debt,-,apache,3.0,Closed
hadoop,1404,review,363390848,non_debt,-,apache,19.0,Closed
hadoop,1707,review,351791207,non_debt,-,apache,62.0,Closed
beam,12326,summary,0,non_debt,-,apache,6.0,Merged
nifi,3217,comment,448107698,non_debt,-,apache,4.0,Closed
openwhisk,3812,review,204137242,non_debt,-,apache,29.0,Merged
carbondata,2320,comment,390190760,non_debt,-,apache,13.0,Closed
trafficcontrol,4011,summary,0,non_debt,-,apache,1.0,Merged
phoenix,735,review,394609771,non_debt,-,apache,8.0,Merged
pulsar,5124,summary,0,non_debt,-,apache,0.0,Merged
openwhisk,2968,description,0,non_debt,-,apache,84.0,Merged
