project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
arrow,2995,summary,0,non_debt,-,apache,1.0,Closed
airflow,15112,review,605095651,non_debt,-,apache,0.0,Merged
kafka,7917,comment,572580060,non_debt,-,apache,0.0,Merged
couchdb,1972,review,267628995,non_debt,-,apache,27.0,Merged
beam,539,comment,228978298,non_debt,-,apache,25.0,Closed
beam,219,review,60802609,non_debt,-,apache,5.0,Closed
couchdb,1370,review,198471640,non_debt,-,apache,80.0,Merged
airflow,2460,comment,435914220,non_debt,-,apache,1503.0,Closed
hbase,754,review,379774633,non_debt,-,apache,127.0,Closed
hadoop,2674,comment,781282914,code_debt,low_quality_code,apache,44.0,Merged
kafka,5353,comment,407906273,non_debt,-,apache,,Not Closed or Merged
madlib,10,review,52082172,non_debt,-,apache,59.0,Closed
nifi-minifi-cpp,488,comment,465570793,non_debt,-,apache,0.0,Closed
hbase,2222,comment,674614477,non_debt,-,apache,15.0,Merged
spark,23873,summary,0,non_debt,-,apache,5.0,Closed
spark,15609,comment,255675557,non_debt,-,apache,0.0,Closed
incubator-brooklyn,615,review,30307969,non_debt,-,apache,76.0,Merged
incubator-mxnet,10819,summary,0,test_debt,lack_of_tests,apache,3.0,Merged
bookkeeper,368,review,130937339,non_debt,-,apache,0.0,Closed
tinkerpop,1297,summary,0,non_debt,-,apache,0.0,Closed
arrow,1804,comment,377119109,code_debt,low_quality_code,apache,3.0,Closed
kafka,767,comment,171426445,non_debt,-,apache,1.0,Closed
spark,26138,description,0,design_debt,non-optimal_design,apache,32.0,Closed
druid,4754,review,152706384,code_debt,low_quality_code,apache,139.0,Closed
camel-quarkus,626,comment,576870750,non_debt,-,apache,6.0,Merged
incubator-heron,1441,description,0,non_debt,-,apache,1.0,Merged
tvm,7642,review,600034455,non_debt,-,apache,17.0,Closed
druid,1899,summary,0,documentation_debt,low_quality_documentation,apache,1.0,Merged
kylin,702,comment,503875149,non_debt,-,apache,19.0,Merged
spark,16605,review,96789868,non_debt,-,apache,547.0,Closed
storm,2428,comment,351426274,non_debt,-,apache,26.0,Merged
arrow,1646,review,172281516,non_debt,-,apache,11.0,Merged
flink,14610,summary,0,non_debt,-,apache,4.0,Merged
ignite,218,comment,487269281,non_debt,-,apache,1263.0,Closed
superset,514,review,74370933,non_debt,-,apache,96.0,Merged
flink,6213,summary,0,non_debt,-,apache,2.0,Merged
flink,11403,review,392897158,code_debt,low_quality_code,apache,12.0,Merged
apisix,410,summary,0,non_debt,-,apache,5.0,Merged
openwhisk,4403,description,0,non_debt,-,apache,7.0,Merged
spark,1415,comment,49090832,non_debt,-,apache,0.0,Closed
parquet-mr,487,description,0,non_debt,-,apache,7.0,Merged
kafka,3575,review,129764370,code_debt,low_quality_code,apache,1.0,Closed
drill,1450,comment,434638067,non_debt,-,apache,73.0,Closed
spark,14553,comment,243855740,non_debt,-,apache,78.0,Closed
beam,10779,comment,583548103,non_debt,-,apache,6.0,Merged
hudi,1756,description,0,non_debt,-,apache,28.0,Merged
spark,17662,comment,294663951,non_debt,-,apache,0.0,Closed
spark,15870,summary,0,non_debt,-,apache,9.0,Closed
spark,4173,comment,71614063,non_debt,-,apache,4.0,Closed
superset,10267,comment,655918789,non_debt,-,apache,5.0,Merged
carbondata,1889,comment,361674829,non_debt,-,apache,0.0,Closed
geode-native,481,description,0,non_debt,-,apache,0.0,Merged
ozone,140,description,0,non_debt,-,apache,0.0,Closed
carbondata,794,comment,294209058,non_debt,-,apache,5.0,Closed
ignite,7607,review,409054064,non_debt,-,apache,99.0,Closed
lucene-solr,1351,review,406046648,non_debt,-,apache,101.0,Merged
spark,13959,comment,302569371,non_debt,-,apache,323.0,Closed
spark,13262,comment,221354484,non_debt,-,apache,4.0,Closed
spark,22863,comment,433660183,non_debt,-,apache,0.0,Closed
spark,31595,review,581561966,non_debt,-,apache,6.0,Closed
openwhisk,3388,comment,371279253,non_debt,-,apache,4.0,Merged
cassandra,730,review,485793488,code_debt,low_quality_code,apache,564.0,Closed
jmeter,627,review,495568930,non_debt,-,apache,7.0,Merged
nifi,2805,comment,399167717,non_debt,-,apache,0.0,Closed
