project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
activemq-artemis,2626,comment,484288172,non_debt,-,apache,5,Closed
arrow,6804,comment,607813046,non_debt,-,apache,8,Closed
beam,535,comment,228586262,non_debt,-,apache,0,Closed
spark,28442,comment,625187631,non_debt,-,apache,3,Closed
arrow,2979,comment,440724090,non_debt,-,apache,5,Closed
activemq-artemis,2312,comment,429021094,non_debt,-,apache,94,Closed
zookeeper,924,review,299043313,code_debt,dead_code,apache,93,Closed
iceberg,2048,review,555974043,non_debt,-,apache,13,Merged
beam,12444,comment,669140081,non_debt,-,apache,20,Merged
rocketmq,610,comment,448893600,non_debt,-,apache,93,Closed
spark,14753,review,76152607,non_debt,-,apache,3,Closed
druid,5492,review,203139893,non_debt,-,apache,145,Merged
ignite,8142,review,469236353,non_debt,-,apache,1,Merged
incubator-doris,283,review,231052560,non_debt,-,apache,0,Merged
superset,5946,description,0,code_debt,complex_code,apache,6,Merged
ambari,3208,comment,667902138,non_debt,-,apache,24,Merged
spark,3099,review,20111063,documentation_debt,outdated_documentation,apache,7,Closed
skywalking,2056,comment,450463672,non_debt,-,apache,12,Merged
openwhisk,1783,comment,276930895,non_debt,-,apache,16,Closed
spark,9656,comment,157867300,non_debt,-,apache,6,Closed
couchdb,284,comment,64910702,non_debt,-,apache,1056,Closed
incubator-mxnet,10450,comment,379818396,non_debt,-,apache,2,Merged
kafka,247,comment,143836715,non_debt,-,apache,0,Closed
incubator-mxnet,19154,review,488901945,non_debt,-,apache,2,Merged
camel,3018,comment,509512324,non_debt,-,apache,3,Closed
qpid-dispatch,288,summary,0,non_debt,-,apache,310,Closed
ambari,2848,comment,470072514,non_debt,-,apache,0,Merged
kafka,734,comment,191717397,non_debt,-,apache,58,Closed
airflow,4887,comment,471372376,non_debt,-,apache,35,Merged
phoenix,516,review,292095594,code_debt,low_quality_code,apache,21,Merged
servicecomb-java-chassis,846,review,208209539,non_debt,-,apache,8,Merged
incubator-mxnet,10375,comment,380219820,non_debt,-,apache,7,Merged
hadoop,802,review,291163702,code_debt,low_quality_code,apache,42,Closed
carbondata,1322,comment,328775869,non_debt,-,apache,13,Closed
kafka,7321,review,323386539,non_debt,-,apache,13,Merged
fluo,413,review,24015731,non_debt,-,apache,0,Merged
thrift,972,summary,0,non_debt,-,apache,735,Closed
ambari,3108,comment,546878696,non_debt,-,apache,5,Merged
guacamole-client,564,review,484444952,non_debt,-,apache,77,Merged
incubator-dolphinscheduler,4930,description,0,non_debt,-,apache,0,Merged
spark,5743,review,29453868,non_debt,-,apache,3,Closed
carbondata,2970,summary,0,non_debt,-,apache,23,Closed
spark,16228,comment,265945422,non_debt,-,apache,68,Closed
beam,2018,review,102343720,non_debt,-,apache,6,Closed
hive,1478,description,0,non_debt,-,apache,71,Closed
spark,8040,comment,129081793,non_debt,-,apache,1,Closed
spark,9610,review,44743137,non_debt,-,apache,2,Closed
guacamole-client,375,review,261795920,non_debt,-,apache,214,Merged
spark,4188,review,24266009,non_debt,-,apache,13,Closed
incubator-mxnet,17956,description,0,non_debt,-,apache,2,Merged
beam,13809,description,0,non_debt,-,apache,0,Closed
spark,20081,comment,353993348,non_debt,-,apache,0,Closed
spark,29868,review,494947145,non_debt,-,apache,2,Closed
beam,10455,review,362682454,code_debt,low_quality_code,apache,13,Merged
flink,272,description,0,non_debt,-,apache,19,Closed
pulsar,5592,description,0,design_debt,non-optimal_design,apache,25,Merged
spark,5760,review,29388845,code_debt,low_quality_code,apache,2,Closed
kafka,1489,review,69977778,non_debt,-,apache,31,Closed
spark,30254,comment,722014962,non_debt,-,apache,0,Closed
beam,1816,comment,277707399,non_debt,-,apache,15,Closed
pulsar,7054,comment,638564431,non_debt,-,apache,0,Merged
spark,14204,comment,235246702,non_debt,-,apache,202,Closed
arrow,7885,review,465480283,test_debt,low_coverage,apache,58,Closed
airflow,7138,review,368222674,non_debt,-,apache,9,Merged
nifi-minifi-cpp,1028,review,596846391,non_debt,-,apache,95,Closed
hbase,1337,comment,638256596,non_debt,-,apache,82,Closed
beam,12509,comment,681653149,non_debt,-,apache,18,Merged
airflow,9297,summary,0,non_debt,-,apache,45,Closed
spark,25845,comment,533413162,non_debt,-,apache,2,Closed
incubator-dolphinscheduler,4743,review,578115679,non_debt,-,apache,14,Merged
spark,17251,review,105818676,non_debt,-,apache,94,Closed
trafficserver,469,description,0,non_debt,-,apache,0,Closed
hbase,2498,comment,706549446,non_debt,-,apache,31,Closed
storm,215,review,15836939,code_debt,dead_code,apache,13,Merged
dubbo,1205,comment,357946437,non_debt,-,apache,9,Merged
kylin,206,summary,0,non_debt,-,apache,0,Merged
incubator-pinot,272,summary,0,non_debt,-,apache,0,Closed
superset,4941,description,0,non_debt,-,apache,184,Merged
skywalking,2730,review,287595280,non_debt,-,apache,14,Merged
flink,7976,comment,472939243,non_debt,-,apache,4,Closed
airflow,528,description,0,non_debt,-,apache,1,Merged
storm,1717,description,0,non_debt,-,apache,21,Merged
flink,4383,comment,347669679,non_debt,-,apache,130,Closed
tajo,123,summary,0,non_debt,-,apache,0,Closed
spark,23117,comment,457023033,non_debt,-,apache,70,Closed
nifi,2561,review,175764796,non_debt,-,apache,37,Closed
incubator-pinot,883,review,90938493,non_debt,-,apache,2,Merged
spark,19717,comment,350180764,non_debt,-,apache,31,Closed
storm,1616,comment,238843260,non_debt,-,apache,2,Merged
samza,213,description,0,non_debt,-,apache,0,Closed
flink,12906,comment,665655285,non_debt,-,apache,14,Closed
kafka,7378,review,331360311,non_debt,-,apache,13,Merged
