project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
cassandra,762,comment,705298992,non_debt,-,apache,34.0,Closed
spark,17070,comment,284604494,non_debt,-,apache,18.0,Closed
zookeeper,1322,review,416971618,non_debt,-,apache,18.0,Closed
kafka,7871,review,361525143,non_debt,-,apache,5.0,Merged
spark,7822,description,0,non_debt,-,apache,0.0,Closed
iceberg,2210,comment,786779145,non_debt,-,apache,47.0,Merged
flink,8305,comment,487605589,non_debt,-,apache,1.0,Merged
spark,18767,comment,318823827,non_debt,-,apache,1.0,Closed
flink,6710,comment,425442916,non_debt,-,apache,6.0,Closed
carbondata,3502,comment,569230321,non_debt,-,apache,23.0,Closed
ignite,7881,review,451388955,non_debt,-,apache,39.0,Merged
thrift,1878,comment,540006778,non_debt,-,apache,18.0,Merged
arrow,7875,description,0,non_debt,-,apache,47.0,Closed
beam,5195,description,0,non_debt,-,apache,3.0,Merged
flink,11403,review,394369655,non_debt,-,apache,12.0,Merged
skywalking,4972,review,446476018,non_debt,-,apache,29.0,Merged
zeppelin,3380,review,292970940,non_debt,-,apache,413.0,Closed
flink,9820,review,334454700,non_debt,-,apache,16.0,Closed
beam,12067,comment,652715930,non_debt,-,apache,14.0,Merged
ambari,1091,description,0,non_debt,-,apache,8.0,Merged
echarts,11299,summary,0,non_debt,-,apache,0.0,Merged
zookeeper,156,comment,604991915,non_debt,-,apache,11.0,Closed
activemq-artemis,2976,review,377905936,non_debt,-,apache,4.0,Closed
flink,6170,review,195824665,code_debt,low_quality_code,apache,28.0,Closed
kafka,5103,comment,395284654,non_debt,-,apache,7.0,Merged
zeppelin,194,comment,129714746,non_debt,-,apache,2.0,Closed
geode,4135,review,333147849,non_debt,-,apache,12.0,Merged
spark,5173,review,28445096,non_debt,-,apache,23.0,Closed
incubator-mxnet,15909,summary,0,non_debt,-,apache,66.0,Closed
spark,7674,comment,125068482,non_debt,-,apache,2.0,Closed
spark,8982,review,41439621,non_debt,-,apache,4.0,Closed
flink,7974,summary,0,non_debt,-,apache,0.0,Merged
carbondata,1404,comment,335447980,non_debt,-,apache,66.0,Closed
superset,12841,description,0,non_debt,-,apache,0.0,Merged
spark,6390,review,30955789,non_debt,-,apache,0.0,Closed
storm,272,comment,60306459,non_debt,-,apache,30.0,Merged
flink,10836,comment,579829849,non_debt,-,apache,39.0,Closed
ambari,1646,review,199117523,code_debt,complex_code,apache,20.0,Merged
trafodion,1777,review,268524042,non_debt,-,apache,63.0,Closed
ignite,2941,summary,0,documentation_debt,low_quality_documentation,apache,0.0,Closed
camel-quarkus,1217,comment,627760539,non_debt,-,apache,0.0,Merged
spark,10634,review,50659285,non_debt,-,apache,160.0,Closed
incubator-pinot,5706,review,454770490,non_debt,-,apache,2.0,Merged
hbase,2769,review,601766918,non_debt,-,apache,103.0,Merged
tvm,2838,comment,473731604,non_debt,-,apache,1.0,Merged
spark,29104,review,459576703,documentation_debt,low_quality_documentation,apache,13.0,Closed
spark,16607,comment,273867639,non_debt,-,apache,20.0,Closed
zeppelin,2217,review,109497200,non_debt,-,apache,0.0,Closed
kafka,8319,review,395346770,non_debt,-,apache,0.0,Merged
ozone,28,review,335792254,non_debt,-,apache,13.0,Merged
airflow,8047,description,0,non_debt,-,apache,0.0,Merged
airflow,1489,summary,0,non_debt,-,apache,30.0,Closed
carbondata,3999,review,516441544,non_debt,-,apache,8.0,Closed
spark,11882,summary,0,non_debt,-,apache,1.0,Closed
incubator-mxnet,14592,comment,478989101,non_debt,-,apache,3.0,Merged
kafka,8532,comment,618292163,non_debt,-,apache,2.0,Merged
lucene-solr,1184,review,369106946,non_debt,-,apache,19.0,Merged
spark,8832,comment,142156938,non_debt,-,apache,3.0,Closed
kafka,8680,review,429076742,non_debt,-,apache,25.0,Merged
beam,509,comment,227510376,non_debt,-,apache,0.0,Merged
tvm,911,comment,366882005,non_debt,-,apache,16.0,Merged
arrow,9624,comment,792870507,non_debt,-,apache,2.0,Closed
beam,9363,comment,522767781,non_debt,-,apache,18.0,Closed
airflow,5847,comment,523869438,code_debt,low_quality_code,apache,5.0,Merged
arrow,2887,review,232495879,non_debt,-,apache,13.0,Closed
cloudstack,3991,comment,604311192,non_debt,-,apache,82.0,Merged
