project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
kafka,2810,comment,291888673,non_debt,-,apache,1.0,Closed
airflow,6287,comment,539683723,non_debt,-,apache,1.0,Merged
cloudstack,1740,comment,353858935,design_debt,non-optimal_design,apache,434.0,Merged
camel-quarkus,2385,description,0,non_debt,-,apache,0.0,Merged
apisix,1370,review,400053650,non_debt,-,apache,2.0,Closed
activemq-artemis,1822,comment,370971191,non_debt,-,apache,57.0,Closed
flink,10037,review,340618306,non_debt,-,apache,1.0,Closed
nifi,4221,comment,704430785,non_debt,-,apache,205.0,Closed
pulsar,7968,comment,686501656,non_debt,-,apache,4.0,Merged
attic-apex-malhar,533,review,103970336,non_debt,-,apache,77.0,Merged
zookeeper,741,summary,0,non_debt,-,apache,13.0,Closed
spark,28979,comment,656916760,non_debt,-,apache,9.0,Closed
spark,26594,review,353931395,code_debt,low_quality_code,apache,16.0,Closed
airflow,3994,review,237007226,non_debt,-,apache,28.0,Merged
spark,18865,review,137930066,non_debt,-,apache,34.0,Closed
flink,7186,review,238983295,non_debt,-,apache,117.0,Closed
carbondata,2568,comment,424882714,non_debt,-,apache,,Not Closed or Merged
trafficserver,1745,comment,298338235,non_debt,-,apache,0.0,Merged
geode,5743,review,523291215,non_debt,-,apache,17.0,Merged
pulsar,4546,comment,502910548,non_debt,-,apache,1.0,Merged
karaf,807,description,0,non_debt,-,apache,0.0,Merged
echarts,57,summary,0,non_debt,-,apache,0.0,Merged
camel,1871,description,0,non_debt,-,apache,2.0,Merged
airflow,6469,review,364126065,non_debt,-,apache,82.0,Merged
flink,1953,comment,216247252,non_debt,-,apache,39.0,Closed
trafficserver,2359,summary,0,non_debt,-,apache,1.0,Merged
spark,31721,review,589378403,code_debt,low_quality_code,apache,6.0,Closed
netbeans-website,9,description,0,non_debt,-,apache,7.0,Merged
zeppelin,391,comment,155602970,non_debt,-,apache,7.0,Closed
carbondata,3629,comment,593783427,non_debt,-,apache,14.0,Closed
kafka,1023,comment,194037189,non_debt,-,apache,1.0,Closed
carbondata,1718,comment,355005406,non_debt,-,apache,13.0,Closed
kafka,2175,comment,268546249,non_debt,-,apache,58.0,Closed
spark,11198,comment,186102602,non_debt,-,apache,7.0,Closed
airflow,11541,review,507190029,code_debt,low_quality_code,apache,3.0,Merged
spark,7418,review,34866421,non_debt,-,apache,1.0,Closed
zeppelin,1715,comment,264497838,non_debt,-,apache,1.0,Closed
spark,23546,review,249115818,non_debt,-,apache,127.0,Closed
flink,439,comment,76031299,test_debt,lack_of_tests,apache,222.0,Closed
spark,7046,summary,0,documentation_debt,low_quality_documentation,apache,0.0,Closed
beam,187,comment,210549419,non_debt,-,apache,6.0,Merged
druid,10544,comment,729263851,non_debt,-,apache,45.0,Merged
flink,2381,summary,0,non_debt,-,apache,1.0,Closed
spark,27601,comment,706443248,non_debt,-,apache,1.0,Closed
skywalking,4228,comment,575036602,non_debt,-,apache,230.0,Merged
phoenix,447,summary,0,non_debt,-,apache,147.0,Closed
cloudstack,2613,comment,404858588,non_debt,-,apache,87.0,Merged
trafficserver,4097,review,216351934,non_debt,-,apache,152.0,Closed
carbondata,1571,comment,347845111,non_debt,-,apache,105.0,Closed
spark,19977,comment,353715980,non_debt,-,apache,15.0,Closed
spark,20502,review,165847251,non_debt,-,apache,1.0,Closed
geode,5196,review,436309760,non_debt,-,apache,8.0,Merged
spark,411,comment,40448662,non_debt,-,apache,1.0,Closed
incubator-pinot,6262,review,525535130,non_debt,-,apache,10.0,Merged
zeppelin,3322,comment,470856893,non_debt,-,apache,3.0,Closed
arrow,4198,summary,0,non_debt,-,apache,48.0,Closed
reef,1205,comment,268099418,non_debt,-,apache,5.0,Closed
spark,26395,comment,553024056,non_debt,-,apache,8.0,Closed
incubator-weex,741,description,0,non_debt,-,apache,0.0,Merged
storm,2433,review,152902841,code_debt,duplicated_code,apache,126.0,Merged
carbondata,1817,comment,358534297,non_debt,-,apache,12.0,Closed
spark,1561,comment,50182962,code_debt,low_quality_code,apache,1.0,Closed
spark,708,summary,0,code_debt,low_quality_code,apache,0.0,Closed
arrow,8067,review,478525557,non_debt,-,apache,4.0,Closed
storm,2204,comment,316832758,non_debt,-,apache,12.0,Merged
calcite,765,summary,0,non_debt,-,apache,,Not Closed or Merged
systemds,773,summary,0,non_debt,-,apache,1.0,Closed
carbondata,2488,review,202609488,non_debt,-,apache,6.0,Closed
spark,11041,comment,183879767,non_debt,-,apache,24.0,Closed
spark,18592,comment,328446316,non_debt,-,apache,63.0,Closed
nifi,3021,comment,428365005,non_debt,-,apache,16.0,Closed
cloudstack,2402,comment,356922073,non_debt,-,apache,39.0,Merged
beam,7549,comment,455493852,non_debt,-,apache,0.0,Merged
kafka,7517,review,335607040,non_debt,-,apache,2.0,Merged
kafka,4994,review,188192583,non_debt,-,apache,16.0,Merged
hadoop,2553,comment,753006191,non_debt,-,apache,15.0,Closed
netbeans,1581,description,0,non_debt,-,apache,0.0,Merged
samza,986,review,277919393,non_debt,-,apache,21.0,Closed
spark,12036,review,57815957,non_debt,-,apache,6.0,Closed
kafka,3010,comment,300525753,non_debt,-,apache,0.0,Closed
trafficcontrol,4014,summary,0,non_debt,-,apache,2.0,Merged
superset,9671,summary,0,non_debt,-,apache,6.0,Merged
kafka,8265,review,391317111,non_debt,-,apache,2.0,Merged
cloudstack,4301,comment,684872369,non_debt,-,apache,2.0,Merged
carbondata,1808,comment,364020675,non_debt,-,apache,27.0,Closed
flink,14238,review,531619417,non_debt,-,apache,3.0,Closed
ignite,7830,description,0,non_debt,-,apache,,Not Closed or Merged
cloudstack,4447,review,518509360,non_debt,-,apache,6.0,Closed
storm,1131,comment,187287074,non_debt,-,apache,38.0,Merged
spark,12122,description,0,non_debt,-,apache,1.0,Closed
carbondata,1874,comment,362064998,non_debt,-,apache,2.0,Closed
arrow,4827,summary,0,non_debt,-,apache,9.0,Closed
spark,993,comment,48433227,non_debt,-,apache,53.0,Closed
spark,12102,review,58289671,non_debt,-,apache,3.0,Closed
spark,3237,comment,63824131,non_debt,-,apache,54.0,Closed
ozone,1516,comment,714884328,non_debt,-,apache,5.0,Merged
incubator-doris,2585,description,0,non_debt,-,apache,0.0,Merged
incubator-pinot,4924,comment,565638501,non_debt,-,apache,0.0,Merged
spark,50,comment,36947949,non_debt,-,apache,5.0,Closed
incubator-mxnet,7082,review,133588261,non_debt,-,apache,35.0,Merged
