project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
spark,21403,comment,400979913,non_debt,-,apache,76.0,Closed
pulsar,5829,description,0,non_debt,-,apache,4.0,Merged
spark,9765,comment,165553194,non_debt,-,apache,30.0,Closed
tvm,3642,comment,531385242,non_debt,-,apache,91.0,Closed
attic-apex-core,361,summary,0,non_debt,-,apache,78.0,Closed
druid,1265,review,27927153,code_debt,low_quality_code,apache,7.0,Merged
kafka,9998,review,569278561,code_debt,complex_code,apache,5.0,Merged
bigtop,577,description,0,non_debt,-,apache,161.0,Merged
spark,3564,comment,71155467,non_debt,-,apache,183.0,Closed
iceberg,1893,review,546487254,non_debt,-,apache,40.0,Merged
trafficserver,1703,summary,0,non_debt,-,apache,0.0,Merged
flink,5863,review,190145819,non_debt,-,apache,202.0,Closed
storm,1108,review,53563947,non_debt,-,apache,30.0,Merged
madlib,243,description,0,code_debt,low_quality_code,apache,6.0,Closed
arrow,8325,review,499664483,non_debt,-,apache,7.0,Closed
superset,12147,comment,748477405,non_debt,-,apache,22.0,Closed
kafka,658,comment,163534193,non_debt,-,apache,27.0,Closed
drill,480,comment,210564893,non_debt,-,apache,1187.0,Closed
kafka,3765,review,144588126,code_debt,low_quality_code,apache,48.0,Closed
zeppelin,3432,review,317863384,non_debt,-,apache,24.0,Closed
spark,22642,comment,427431611,non_debt,-,apache,0.0,Closed
zeppelin,1187,comment,232949145,non_debt,-,apache,663.0,Closed
hadoop,1220,comment,518669750,non_debt,-,apache,3.0,Merged
flink,1591,description,0,non_debt,-,apache,2.0,Closed
incubator-mxnet,16977,review,361060594,non_debt,-,apache,20.0,Closed
flink,2060,comment,225739626,non_debt,-,apache,190.0,Closed
arrow,8542,review,521379723,non_debt,-,apache,20.0,Closed
camel-quarkus,280,description,0,non_debt,-,apache,0.0,Merged
incubator-pinot,304,review,71789211,non_debt,-,apache,0.0,Merged
spark,15580,review,84442086,non_debt,-,apache,0.0,Closed
lucene-solr,133,summary,0,design_debt,non-optimal_design,apache,,Not Closed or Merged
openwhisk,4756,review,371010485,non_debt,-,apache,105.0,Merged
spark,24851,review,307285458,non_debt,-,apache,188.0,Closed
shardingsphere,1573,description,0,non_debt,-,apache,0.0,Merged
spark,16664,review,99518656,non_debt,-,apache,27.0,Closed
