project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
druid,205,review,5465475,non_debt,-,apache,0.0,Merged
beam,9758,comment,598566648,non_debt,-,apache,159.0,Merged
trafodion,1134,summary,0,non_debt,-,apache,1.0,Merged
hbase,2191,review,487111250,non_debt,-,apache,51.0,Merged
apisix,3712,review,584581028,non_debt,-,apache,1.0,Merged
spark,26139,review,335825318,non_debt,-,apache,1.0,Closed
flink,6560,description,0,non_debt,-,apache,572.0,Closed
skywalking,4473,summary,0,non_debt,-,apache,0.0,Merged
flink,8322,review,282443479,non_debt,-,apache,49.0,Merged
cloudstack,1283,comment,167078298,non_debt,-,apache,1.0,Closed
trafodion,436,comment,214548728,non_debt,-,apache,11.0,Merged
beam,7597,review,251529718,non_debt,-,apache,6.0,Merged
incubator-mxnet,13101,summary,0,non_debt,-,apache,5.0,Merged
superset,6703,summary,0,non_debt,-,apache,1.0,Merged
trafficserver,1154,comment,256509643,non_debt,-,apache,5.0,Merged
thrift,1709,review,250756261,non_debt,-,apache,49.0,Closed
beam,1885,review,99030478,non_debt,-,apache,1.0,Closed
spark,15285,review,83811366,non_debt,-,apache,19.0,Closed
camel-quarkus,1258,review,429120467,non_debt,-,apache,5.0,Merged
apisix,3300,review,559895428,non_debt,-,apache,14.0,Merged
carbondata,3769,description,0,documentation_debt,outdated_documentation,apache,,Not Closed or Merged
nifi,2722,comment,391012645,non_debt,-,apache,3.0,Closed
airflow,1682,comment,234900191,non_debt,-,apache,30.0,Closed
karaf,906,summary,0,non_debt,-,apache,4.0,Merged
spark,27330,comment,579611063,non_debt,-,apache,1.0,Closed
kafka,10165,review,579628613,non_debt,-,apache,4.0,Merged
kafka,3535,review,133795011,non_debt,-,apache,51.0,Closed
activemq-artemis,2427,review,232558150,design_debt,non-optimal_design,apache,73.0,Closed
spark,2576,comment,57905623,non_debt,-,apache,92.0,Closed
spark,19752,review,153081719,non_debt,-,apache,13.0,Closed
accumulo,274,review,124411313,non_debt,-,apache,0.0,Merged
spark,10615,description,0,non_debt,-,apache,9.0,Closed
parquet-mr,227,summary,0,code_debt,complex_code,apache,175.0,Closed
spark,29586,comment,704321818,non_debt,-,apache,39.0,Closed
geode,6096,review,589702147,non_debt,-,apache,21.0,Closed
carbondata,3283,comment,501740527,non_debt,-,apache,5.0,Closed
camel,995,review,64336403,non_debt,-,apache,1.0,Closed
spark,22094,description,0,design_debt,non-optimal_design,apache,0.0,Closed
cloudstack,3680,comment,593795196,non_debt,-,apache,114.0,Merged
airflow,7484,review,382926937,non_debt,-,apache,4.0,Merged
spark,5056,review,26860497,non_debt,-,apache,3.0,Closed
arrow,6425,comment,630448066,non_debt,-,apache,103.0,Closed
druid,1259,review,35168022,non_debt,-,apache,118.0,Merged
couchdb,340,comment,165982039,non_debt,-,apache,567.0,Closed
carbondata,4026,comment,735039945,non_debt,-,apache,,Not Closed or Merged
incubator-pagespeed-ngx,1332,review,91550845,non_debt,-,apache,5.0,Merged
spark,23057,comment,451204281,non_debt,-,apache,29.0,Closed
kafka,8360,comment,624821936,non_debt,-,apache,41.0,Merged
openwhisk,3202,comment,359521936,non_debt,-,apache,27.0,Merged
flink,2004,summary,0,non_debt,-,apache,0.0,Closed
beam,10268,comment,566967099,non_debt,-,apache,13.0,Merged
incubator-mxnet,7223,review,130206501,non_debt,-,apache,5.0,Merged
beam,2193,review,106146561,non_debt,-,apache,29.0,Closed
airflow,2590,comment,330732194,non_debt,-,apache,16.0,Closed
beam,1858,comment,277418547,non_debt,-,apache,10.0,Merged
flink,10754,review,366364492,non_debt,-,apache,12.0,Closed
openwhisk,2201,review,114188140,non_debt,-,apache,7.0,Merged
ozone,312,summary,0,non_debt,-,apache,0.0,Merged
nifi-minifi-cpp,107,review,120233311,non_debt,-,apache,11.0,Closed
carbondata,2824,comment,430259749,non_debt,-,apache,7.0,Closed
spark,22135,comment,414926487,non_debt,-,apache,4.0,Closed
openwhisk,2544,review,135878561,non_debt,-,apache,81.0,Merged
tvm,6052,review,454471816,non_debt,-,apache,1.0,Merged
kafka,2341,comment,273664243,non_debt,-,apache,9.0,Closed
flink,1771,comment,217159043,non_debt,-,apache,100.0,Closed
nifi,1534,comment,282726872,non_debt,-,apache,4.0,Closed
incubator-doris,4345,summary,0,non_debt,-,apache,5.0,Merged
zookeeper,593,description,0,non_debt,-,apache,29.0,Closed
flink,6026,review,188786194,non_debt,-,apache,8.0,Closed
druid,5136,comment,349046917,non_debt,-,apache,0.0,Merged
incubator-mxnet,13687,comment,448835162,non_debt,-,apache,35.0,Merged
nifi,2910,comment,431203861,non_debt,-,apache,87.0,Closed
zookeeper,1606,summary,0,non_debt,-,apache,1.0,Closed
carbondata,3741,summary,0,non_debt,-,apache,1.0,Closed
cloudstack,1005,comment,152503018,non_debt,-,apache,4.0,Merged
beam,1632,summary,0,non_debt,-,apache,3.0,Closed
airflow,4291,review,300401843,non_debt,-,apache,278.0,Closed
spark,11048,review,52622161,non_debt,-,apache,37.0,Closed
drill,1665,comment,468777946,non_debt,-,apache,8.0,Closed
beam,13558,review,577357291,non_debt,-,apache,64.0,Merged
superset,11019,review,494429866,non_debt,-,apache,5.0,Merged
geode,4344,comment,556555273,non_debt,-,apache,6.0,Merged
flink,6070,description,0,non_debt,-,apache,0.0,Closed
spark,6190,review,31941337,non_debt,-,apache,24.0,Closed
incubator-pinot,4761,review,347688745,non_debt,-,apache,21.0,Merged
beam,92,review,58796896,code_debt,low_quality_code,apache,8.0,Closed
spark,3583,comment,65415563,non_debt,-,apache,146.0,Closed
spark,10947,review,55476565,non_debt,-,apache,61.0,Closed
flink,1386,review,46773689,non_debt,-,apache,17.0,Closed
spark,22537,review,220050102,non_debt,-,apache,1.0,Closed
airflow,4779,comment,471400185,non_debt,-,apache,115.0,Merged
bookkeeper,266,review,128908746,non_debt,-,apache,99.0,Closed
geode,2043,review,194470796,non_debt,-,apache,4.0,Merged
trafficcontrol,168,summary,0,non_debt,-,apache,0.0,Merged
airflow,4926,comment,476698790,non_debt,-,apache,10.0,Merged
spark,224,comment,38748839,code_debt,slow_algorithm,apache,4.0,Closed
beam,12656,comment,685845145,non_debt,-,apache,25.0,Merged
geode,3576,review,289920619,non_debt,-,apache,25.0,Merged
spark,11704,summary,0,non_debt,-,apache,0.0,Closed
spark,8508,review,38374063,non_debt,-,apache,14.0,Closed
