project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
beam,11500,comment,618010564,non_debt,-,apache,5.0,Merged
druid,8857,comment,553427929,non_debt,-,apache,1.0,Merged
calcite,1143,comment,479400812,non_debt,-,apache,1373.0,Closed
superset,4791,review,180883434,non_debt,-,apache,15.0,Closed
airflow,5661,review,307279581,documentation_debt,low_quality_documentation,apache,125.0,Closed
spark,1689,comment,55458226,non_debt,-,apache,57.0,Closed
incubator-mxnet,11320,comment,397914927,non_debt,-,apache,4.0,Merged
spark,31638,review,586286229,non_debt,-,apache,70.0,Closed
spark,19675,comment,372560208,non_debt,-,apache,1.0,Closed
airflow,2460,comment,435672834,non_debt,-,apache,1503.0,Closed
kafka,815,comment,179419066,non_debt,-,apache,7.0,Closed
camel-quarkus,1149,summary,0,non_debt,-,apache,3.0,Merged
qpid-dispatch,1047,description,0,design_debt,non-optimal_design,apache,2.0,Closed
incubator-pinot,4253,review,290839617,non_debt,-,apache,29.0,Merged
superset,5664,comment,420773552,non_debt,-,apache,25.0,Closed
kafka,10121,description,0,non_debt,-,apache,0.0,Merged
flink,12283,review,431556916,non_debt,-,apache,13.0,Merged
tvm,7612,review,589839657,non_debt,-,apache,8.0,Closed
spark,1241,comment,53686699,non_debt,-,apache,64.0,Closed
incubator-mxnet,12157,review,212681251,non_debt,-,apache,16.0,Merged
arrow,8755,review,532731697,non_debt,-,apache,6.0,Closed
tomee,713,comment,734780620,requirement_debt,requirement_partially_implemented,apache,25.0,Closed
carbondata,500,description,0,non_debt,-,apache,0.0,Merged
couchdb,1894,comment,459648857,non_debt,-,apache,5.0,Merged
beam,3124,comment,314234150,non_debt,-,apache,59.0,Closed
cloudstack,1578,comment,238838070,non_debt,-,apache,166.0,Merged
tvm,5365,description,0,non_debt,-,apache,0.0,Merged
flink,14070,comment,726970610,non_debt,-,apache,2.0,Closed
flink,6236,review,241972720,code_debt,low_quality_code,apache,803.0,Closed
incubator-pinot,103,description,0,non_debt,-,apache,1097.0,Closed
shardingsphere,3692,review,355335872,non_debt,-,apache,0.0,Merged
kafka,1884,review,95041682,non_debt,-,apache,113.0,Closed
reef,1117,description,0,non_debt,-,apache,4.0,Closed
dubbo,2822,review,235845838,non_debt,-,apache,31.0,Merged
calcite,2369,review,593096896,code_debt,low_quality_code,apache,1.0,Merged
ignite,7450,summary,0,non_debt,-,apache,0.0,Closed
pulsar,9799,review,589346299,non_debt,-,apache,6.0,Merged
trafficserver,369,comment,164002946,non_debt,-,apache,6.0,Merged
accumulo,675,summary,0,non_debt,-,apache,0.0,Merged
fineract,1458,comment,718052221,design_debt,non-optimal_design,apache,11.0,Merged
reef,1402,description,0,non_debt,-,apache,7.0,Closed
incubator-pinot,857,description,0,non_debt,-,apache,0.0,Merged
incubator-mxnet,10696,review,195640524,non_debt,-,apache,133.0,Closed
druid,3889,summary,0,non_debt,-,apache,48.0,Merged
pulsar,2613,description,0,non_debt,-,apache,12.0,Merged
spark,22944,comment,437336856,non_debt,-,apache,8.0,Closed
tvm,7537,review,597102389,non_debt,-,apache,55.0,Closed
spark,9247,comment,150918873,non_debt,-,apache,4.0,Closed
druid,9422,review,448046112,non_debt,-,apache,124.0,Merged
beam,3833,review,139338762,non_debt,-,apache,15.0,Closed
spark,25367,description,0,non_debt,-,apache,0.0,Closed
openwhisk,4921,review,447727733,non_debt,-,apache,38.0,Merged
spark,15059,comment,246957960,non_debt,-,apache,5.0,Closed
camel-k,930,comment,529910322,non_debt,-,apache,0.0,Closed
superset,5753,summary,0,non_debt,-,apache,2.0,Merged
helix,1447,comment,704707243,test_debt,flaky_test,apache,1.0,Merged
spark,3144,comment,62077677,non_debt,-,apache,0.0,Closed
drill,1988,review,384897019,non_debt,-,apache,13.0,Closed
skywalking,6085,description,0,non_debt,-,apache,0.0,Merged
kafka,6122,comment,469241170,non_debt,-,apache,,Not Closed or Merged
cloudstack,1659,comment,255777805,non_debt,-,apache,105.0,Merged
hbase,3001,review,594754063,non_debt,-,apache,17.0,Merged
spark,16989,review,115884613,non_debt,-,apache,94.0,Closed
shardingsphere,3158,review,329463176,design_debt,non-optimal_design,apache,2.0,Merged
carbondata,613,review,103185123,non_debt,-,apache,0.0,Closed
flink,11536,comment,604555169,non_debt,-,apache,5.0,Merged
openwhisk,3507,comment,396270670,non_debt,-,apache,87.0,Merged
kafka,5101,review,213142665,non_debt,-,apache,99.0,Closed
druid,4388,review,121026129,non_debt,-,apache,0.0,Merged
drill,819,review,113834302,test_debt,lack_of_tests,apache,18.0,Closed
kafka,2938,review,116911699,non_debt,-,apache,8.0,Closed
spark,10993,review,51332430,code_debt,dead_code,apache,11.0,Closed
kafka,5634,comment,420895699,non_debt,-,apache,2.0,Merged
bookkeeper,2355,comment,703966200,non_debt,-,apache,123.0,Closed
attic-apex-core,194,review,50607181,non_debt,-,apache,30.0,Closed
netbeans,1312,comment,517993362,non_debt,-,apache,82.0,Merged
druid,4634,review,132473645,non_debt,-,apache,14.0,Merged
madlib,29,comment,195613825,non_debt,-,apache,14.0,Closed
druid,6094,review,221371033,non_debt,-,apache,70.0,Merged
camel-quarkus,49,comment,509595442,non_debt,-,apache,0.0,Merged
incubator-heron,2496,comment,340094782,non_debt,-,apache,0.0,Merged
beam,9509,summary,0,non_debt,-,apache,5.0,Merged
incubator-mxnet,15820,review,312694681,non_debt,-,apache,3.0,Merged
spark,19616,review,241883955,non_debt,-,apache,451.0,Closed
kafka,7045,review,309475036,non_debt,-,apache,26.0,Closed
nifi-minifi-cpp,707,description,0,non_debt,-,apache,4.0,Closed
spark,19267,comment,337257920,non_debt,-,apache,452.0,Closed
druid,1862,review,43036861,non_debt,-,apache,1.0,Merged
flink,14839,review,586411292,code_debt,low_quality_code,apache,159.0,Closed
nifi,3536,review,300057978,code_debt,dead_code,apache,48.0,Closed
cloudstack,768,review,39469736,code_debt,low_quality_code,apache,97.0,Merged
kafka,9628,review,535829042,non_debt,-,apache,20.0,Merged
flink,10146,comment,552447888,non_debt,-,apache,27.0,Closed
drill,1251,review,187210052,code_debt,dead_code,apache,4.0,Closed
spark,16728,description,0,non_debt,-,apache,0.0,Closed
incubator-mxnet,8279,comment,336701383,non_debt,-,apache,0.0,Closed
arrow,8961,summary,0,non_debt,-,apache,2.0,Closed
flink,13475,review,494810110,non_debt,-,apache,1.0,Closed
spark,16152,description,0,code_debt,low_quality_code,apache,0.0,Closed
cloudstack,2427,comment,360067539,non_debt,-,apache,0.0,Merged
