project,pull_number,pull_type,id,classification,indicator,repo_owner,pr_duration_days,pr_status
beam,9359,summary,0,non_debt,-,apache,54,Closed
spark,17227,comment,285531634,non_debt,-,apache,116,Closed
rocketmq,207,review,157440960,non_debt,-,apache,2,Merged
bookkeeper,97,review,102810918,non_debt,-,apache,169,Closed
beam,12529,comment,672001509,non_debt,-,apache,0,Merged
spark,25707,comment,528685769,non_debt,-,apache,111,Closed
madlib,425,comment,519652224,documentation_debt,outdated_documentation,apache,34,Closed
ignite,6127,summary,0,non_debt,-,apache,1,Closed
beam,1727,comment,270223022,non_debt,-,apache,0,Merged
trafficcontrol,2002,description,0,non_debt,-,apache,0,Merged
kafka,7525,comment,554034177,non_debt,-,apache,29,Closed
incubator-pinot,2314,comment,357294336,non_debt,-,apache,0,Closed
skywalking,4783,review,433078278,non_debt,-,apache,25,Merged
kafka,4154,review,147772101,non_debt,-,apache,823,Merged
spark,11407,summary,0,non_debt,-,apache,0,Closed
druid,3180,review,71416663,non_debt,-,apache,27,Merged
pulsar,7774,comment,672578813,non_debt,-,apache,6,Closed
airflow,6843,comment,567218797,non_debt,-,apache,0,Merged
shardingsphere,4541,summary,0,non_debt,-,apache,0,Merged
airflow,9618,comment,654341478,non_debt,-,apache,6,Closed
beam,1775,comment,272341454,non_debt,-,apache,0,Merged
beam,5723,review,197965060,non_debt,-,apache,6,Merged
pulsar,548,review,126598589,non_debt,-,apache,5,Merged
trafodion,778,comment,256024948,non_debt,-,apache,2,Merged
samza,347,review,180646742,test_debt,expensive_tests,apache,168,Closed
arrow,9387,review,568793531,non_debt,-,apache,2,Closed
storm,3293,summary,0,non_debt,-,apache,4,Merged
spark,28345,review,415390714,non_debt,-,apache,1,Closed
spark,26412,comment,559009730,non_debt,-,apache,29,Closed
hadoop,951,review,295488918,non_debt,-,apache,8,Closed
kafka,8337,review,401303331,non_debt,-,apache,9,Merged
arrow,9009,comment,751373522,non_debt,-,apache,1,Closed
incubator-mxnet,3103,review,75800047,non_debt,-,apache,7,Merged
kafka,2995,comment,299880264,non_debt,-,apache,0,Closed
hadoop,1538,comment,535837339,non_debt,-,apache,6,Closed
incubator-heron,81,review,51090091,code_debt,low_quality_code,apache,0,Merged
incubator-mxnet,13145,description,0,test_debt,lack_of_tests,apache,0,Merged
tvm,6333,review,476681151,non_debt,-,apache,3,Merged
nifi,3681,review,320906392,non_debt,-,apache,10,Merged
pulsar,359,comment,294627442,non_debt,-,apache,13,Closed
hive,1706,review,540697885,non_debt,-,apache,19,Merged
spark,3213,review,20406513,non_debt,-,apache,8,Closed
trafficcontrol,256,comment,278974534,non_debt,-,apache,9,Closed
spark,20197,summary,0,non_debt,-,apache,0,Closed
spark,29728,review,487921098,code_debt,low_quality_code,apache,5,Closed
kafka,4636,summary,0,non_debt,-,apache,89,Merged
flink,12521,review,436553652,non_debt,-,apache,1,Closed
ozone,750,comment,610937389,non_debt,-,apache,11,Closed
airflow,10211,description,0,non_debt,-,apache,0,Merged
geode-native,294,description,0,non_debt,-,apache,0,Merged
incubator-weex,478,comment,311581778,non_debt,-,apache,0,Merged
nifi-minifi-cpp,74,review,109758278,code_debt,low_quality_code,apache,14,Closed
trafficcontrol,4160,review,354405110,non_debt,-,apache,14,Merged
spark,16758,review,98775275,non_debt,-,apache,7,Closed
spark,15415,review,101698275,non_debt,-,apache,141,Closed
activemq-artemis,49,comment,114989236,non_debt,-,apache,0,Merged
drill,1181,comment,377430718,non_debt,-,apache,16,Closed
drill,1809,summary,0,non_debt,-,apache,26,Merged
lucene-solr,1910,summary,0,non_debt,-,apache,0,Merged
nifi,3948,description,0,non_debt,-,apache,18,Closed
nifi,1496,review,110565159,non_debt,-,apache,59,Closed
beam,7999,description,0,non_debt,-,apache,12,Merged
flink,757,comment,117042891,non_debt,-,apache,1367,Closed
spark,25048,review,300427664,requirement_debt,non-functional_requirements_not_fully_satisfied,apache,9,Closed
airflow,11121,review,519171363,non_debt,-,apache,46,Merged
kafka,9715,review,539391823,non_debt,-,apache,37,Merged
spark,29156,description,0,non_debt,-,apache,3,Closed
arrow,4421,review,295525649,non_debt,-,apache,19,Closed
beam,12010,comment,648516228,non_debt,-,apache,11,Merged
beam,11532,comment,630903624,non_debt,-,apache,22,Merged
beam,3936,review,142818337,code_debt,slow_algorithm,apache,16,Closed
spark,4654,comment,76954011,non_debt,-,apache,100,Closed
storm,2547,summary,0,non_debt,-,apache,0,Merged
zeppelin,3331,review,265334757,non_debt,-,apache,15,Closed
airflow,9281,comment,643734783,non_debt,-,apache,0,Merged
jena,456,summary,0,non_debt,-,apache,2,Merged
hadoop,2473,review,528784174,non_debt,-,apache,7,Merged
zookeeper,726,comment,442395535,non_debt,-,apache,36,Closed
cloudstack,2706,comment,398365937,non_debt,-,apache,8,Merged
hadoop,2707,comment,815726209,non_debt,-,apache,67,Merged
flink,9890,review,335896695,code_debt,low_quality_code,apache,5,Closed
carbondata,3177,comment,489409351,non_debt,-,apache,37,Closed
zeppelin,1838,summary,0,non_debt,-,apache,5,Closed
kafka,6375,comment,469877930,non_debt,-,apache,0,Merged
beam,13886,comment,776370307,non_debt,-,apache,62,Closed
brooklyn-server,664,summary,0,non_debt,-,apache,0,Closed
